45.87,47.40,1011.62, 6930.00,-5600.00,-15190.00
46.79,49.41,1010.65, -10360.00,1470.00,-25830.00
47.76,50.81,1009.92, -2450.00,-840.00,-10850.00
48.68,50.87,1008.88, -3710.00,4690.00,-16030.00
48.43,50.45,1008.76, 14420.00,2800.00,-14630.00
47.76,50.20,1009.49, -2170.00,3430.00,-11550.00
46.85,49.78,1009.73, -5600.00,7000.00,-12250.00
45.75,49.78,1009.37, -3640.00,5320.00,-8190.00
44.35,50.02,1009.37, -2100.00,5110.00,7070.00
42.21,50.57,1010.53, -5530.00,7000.00,-2240.00
38.43,55.08,1012.23, 14420.00,-6510.00,-560.00
34.53,65.21,1015.10, -630.00,-5880.00,9590.00
32.09,74.18,1018.03, 840.00,-10430.00,16030.00
30.07,77.17,1019.37, -6230.00,-4760.00,13230.00
27.63,75.88,1019.61, -8680.00,-3500.00,1750.00
25.99,72.04,1016.69, 29750.00,-16450.00,-8120.00
26.35,68.81,1014.00, 21210.00,-11270.00,-8470.00
28.36,67.22,1013.64, 12180.00,-6790.00,-1540.00
31.96,65.51,1012.42, 3220.00,-7070.00,6090.00
36.17,64.84,1010.95, 13020.00,-1330.00,9170.00
39.28,64.97,1010.65, -6300.00,7070.00,13160.00
41.30,65.88,1011.81, -20300.00,9100.00,7350.00
43.80,66.86,1008.21, 11130.00,-6860.00,12040.00
46.60,62.46,1004.43, 1470.00,7210.00,15820.00
46.54,45.75,1006.32, -6720.00,1190.00,11340.00
45.32,25.01,1008.76, 560.00,-8470.00,-24150.00
47.28,15.37,1011.56, -14280.00,-630.00,-17010.00
50.87,15.74,1012.23, -19810.00,-6020.00,18830.00
52.28,16.47,1009.79, -32410.00,5250.00,12600.00
52.40,14.88,1007.11, 25620.00,-2380.00,-3360.00
53.99,14.21,1003.45, 24360.00,-15610.00,19600.00
54.66,14.09,1001.50, 17920.00,17010.00,-6650.00
54.66,17.75,1002.90, 13790.00,9310.00,-14700.00
54.60,22.94,1004.43, 140.00,10220.00,4340.00
52.46,25.44,1004.67, 12530.00,-840.00,-8540.00
50.02,29.28,1004.49, 2520.00,840.00,-8960.00
48.19,34.95,1005.22, 1050.00,5110.00,-22960.00
46.85,44.04,1006.07, 13650.00,-8540.00,-14560.00
47.28,59.29,1007.54, 2730.00,-4480.00,3500.00
48.25,73.50,1009.86, 15960.00,-16590.00,21280.00
49.41,81.74,1011.93, -2240.00,-20090.00,19600.00
50.87,85.28,1012.36, -4060.00,-9590.00,26530.00
52.52,85.03,1011.01, -6440.00,-13020.00,22890.00
55.08,82.41,1008.57, -1820.00,-7280.00,22960.00
58.26,78.63,1006.20, -9450.00,5740.00,14420.00
61.67,75.40,1004.36, -2240.00,5320.00,4970.00
64.90,73.63,1003.94, -14350.00,13300.00,7560.00
67.04,71.13,1005.34, -18760.00,12670.00,1190.00
68.93,66.92,1006.13, -70.00,-4620.00,4760.00
71.00,60.82,1004.67, 11970.00,-7700.00,12810.00
71.61,50.20,1002.66, 17360.00,-3850.00,19530.00
68.99,33.98,1001.62, -12460.00,16100.00,-4480.00
65.51,20.25,1002.23, 5320.00,1610.00,-25130.00
63.99,12.93,1002.66, 3920.00,-490.00,-30940.00
64.36,9.64,1002.72, -10360.00,9170.00,-28350.00
66.06,10.19,1002.05, 5880.00,-2870.00,-4200.00
67.34,12.63,1000.77, 1610.00,1680.00,-3150.00
67.83,16.17,999.36, 6930.00,8750.00,6650.00
67.40,19.64,998.02, 21210.00,-2730.00,6720.00
65.76,23.18,999.00, 25480.00,-5180.00,350.00
63.87,27.51,1001.13, 6440.00,2800.00,-11690.00
62.04,32.15,1002.35, 25550.00,-15820.00,-13860.00
60.63,38.67,1002.72, 13580.00,-14980.00,-21420.00
61.37,50.08,1002.17, 16170.00,-10500.00,-11970.00
64.36,65.39,1001.25, 1120.00,-7630.00,140.00
68.81,80.28,1000.71, -6510.00,-630.00,17430.00
72.96,89.85,1000.28, -8610.00,5320.00,24360.00
74.60,93.64,1000.89, -17010.00,6090.00,19250.00
73.99,94.55,1002.72, -10430.00,-2520.00,19180.00
72.53,93.27,1004.85, -13440.00,-4410.00,14700.00
71.43,90.16,1006.32, -16870.00,-9730.00,9660.00
71.86,86.86,1006.38, -10220.00,-10010.00,4760.00
