@relation imu_motion_train_raw

@attribute gyro_x numeric
@attribute gyro_y numeric
@attribute gyro_z numeric
@attribute mag_x numeric
@attribute mag_y numeric
@attribute mag_z numeric
@attribute acc_x numeric
@attribute acc_y numeric
@attribute acc_z numeric
@attribute label {cross,rotate_wrist,up_down}

@data
42.962000,-5.565000,-100.555000,22.900000,-28.800000,-63.700000,-0.119000,0.200000,1.017000,cross
33.617000,-7.682000,-105.980000,22.800000,-29.200000,-65.100000,-0.034000,0.216000,0.953000,cross
31.395000,-10.885000,-108.972000,23.200000,-29.400000,-64.300000,0.010000,0.197000,0.944000,cross
31.290000,-14.577000,-110.547000,23.800000,-29.400000,-64.200000,0.022000,0.189000,0.946000,cross
33.075000,-18.007000,-112.472000,24.600000,-30.100000,-65.700000,0.017000,0.196000,0.978000,cross
37.432000,-20.282000,-114.887000,24.900000,-30.600000,-64.900000,0.003000,0.183000,1.022000,cross
44.467000,-20.685000,-115.990000,25.000000,-30.900000,-64.900000,-0.020000,0.142000,1.056000,cross
51.887000,-19.565000,-114.327000,25.300000,-31.000000,-65.800000,-0.042000,0.113000,1.079000,cross
57.627000,-14.595000,-110.757000,25.600000,-32.700000,-65.100000,-0.049000,0.136000,1.057000,cross
55.020000,-12.845000,-111.230000,26.100000,-33.000000,-65.200000,-0.017000,0.145000,1.031000,cross
49.280000,-12.180000,-112.402000,27.300000,-32.800000,-65.100000,0.012000,0.144000,1.008000,cross
41.807000,-12.705000,-113.347000,26.800000,-33.900000,-65.100000,0.027000,0.137000,0.990000,cross
34.650000,-14.192000,-114.607000,27.100000,-34.000000,-65.800000,0.024000,0.137000,0.979000,cross
28.892000,-16.082000,-116.567000,26.800000,-34.800000,-65.100000,0.019000,0.141000,0.972000,cross
24.430000,-17.867000,-118.842000,27.400000,-35.400000,-64.800000,0.040000,0.137000,0.978000,cross
23.765000,-21.297000,-119.962000,27.600000,-36.000000,-65.100000,0.096000,0.079000,1.004000,cross
25.865000,-22.820000,-118.527000,27.900000,-36.600000,-65.400000,0.088000,0.062000,1.008000,cross
28.017000,-24.447000,-117.547000,28.000000,-37.500000,-65.200000,0.074000,0.055000,1.030000,cross
30.660000,-25.235000,-117.232000,27.900000,-38.200000,-64.800000,0.069000,0.044000,1.059000,cross
33.407000,-25.060000,-116.900000,27.600000,-38.200000,-64.900000,0.077000,0.032000,1.081000,cross
36.417000,-24.290000,-116.620000,27.400000,-39.000000,-65.700000,0.098000,0.010000,1.103000,cross
39.935000,-23.135000,-115.430000,27.600000,-39.700000,-65.500000,0.117000,-0.032000,1.127000,cross
46.690000,-20.247000,-107.765000,27.400000,-40.000000,-65.800000,0.118000,-0.120000,1.116000,cross
47.547000,-20.317000,-102.392000,27.900000,-42.300000,-64.200000,0.097000,-0.150000,1.092000,cross
45.482000,-21.507000,-97.895000,27.300000,-42.300000,-64.000000,0.077000,-0.157000,1.092000,cross
40.880000,-23.012000,-94.885000,26.500000,-42.700000,-64.300000,0.076000,-0.180000,1.102000,cross
35.297000,-24.237000,-91.665000,27.100000,-43.200000,-63.900000,0.082000,-0.230000,1.116000,cross
28.665000,-24.640000,-86.747000,26.200000,-43.300000,-64.800000,0.079000,-0.268000,1.122000,cross
21.280000,-24.080000,-81.462000,26.200000,-43.900000,-64.500000,0.072000,-0.270000,1.127000,cross
6.667000,-20.755000,-73.640000,26.100000,-44.800000,-64.200000,0.088000,-0.242000,1.119000,cross
0.857000,-19.162000,-70.752000,25.500000,-43.600000,-64.200000,0.109000,-0.246000,1.123000,cross
-0.647000,-17.430000,-67.322000,25.500000,-44.200000,-64.300000,0.116000,-0.256000,1.127000,cross
0.822000,-15.715000,-63.332000,25.000000,-44.500000,-64.600000,0.116000,-0.257000,1.130000,cross
4.182000,-14.122000,-59.150000,23.800000,-45.900000,-63.900000,0.119000,-0.265000,1.131000,cross
9.362000,-12.635000,-54.145000,24.300000,-45.000000,-63.900000,0.123000,-0.287000,1.117000,cross
14.962000,-11.217000,-48.282000,23.200000,-45.400000,-65.100000,0.126000,-0.308000,1.106000,cross
20.160000,-9.817000,-37.257000,23.400000,-45.700000,-63.900000,0.113000,-0.309000,1.098000,cross
21.192000,-8.767000,-34.370000,23.100000,-45.900000,-63.600000,0.101000,-0.308000,1.100000,cross
21.297000,-7.087000,-32.182000,23.800000,-45.700000,-64.300000,0.096000,-0.306000,1.114000,cross
19.285000,-4.497000,-30.537000,23.400000,-46.000000,-64.300000,0.098000,-0.296000,1.123000,cross
16.205000,-1.785000,-29.207000,21.600000,-46.300000,-64.300000,0.123000,-0.306000,1.134000,cross
14.752000,1.102000,-26.215000,22.600000,-46.500000,-63.000000,0.145000,-0.343000,1.135000,cross
14.647000,3.832000,-20.772000,22.200000,-46.200000,-63.400000,0.146000,-0.361000,1.118000,cross
15.242000,7.630000,-9.152000,21.900000,-47.100000,-64.500000,0.132000,-0.353000,1.065000,cross
15.592000,7.980000,-4.620000,22.000000,-46.800000,-63.400000,0.126000,-0.356000,1.029000,cross
16.485000,7.455000,0.035000,22.200000,-46.800000,-63.900000,0.130000,-0.370000,1.003000,cross
16.677000,6.650000,5.915000,22.200000,-45.900000,-64.000000,0.137000,-0.391000,0.984000,cross
15.995000,5.670000,12.495000,22.000000,-47.700000,-63.600000,0.133000,-0.392000,0.973000,cross
14.017000,4.287000,17.692000,22.500000,-47.400000,-63.400000,0.124000,-0.371000,0.966000,cross
10.395000,2.870000,21.105000,22.300000,-47.400000,-63.100000,0.117000,-0.353000,0.974000,cross
0.542000,1.452000,27.335000,22.000000,-47.200000,-63.700000,0.114000,-0.381000,1.035000,cross
-3.325000,2.222000,32.742000,23.100000,-47.400000,-63.100000,0.102000,-0.398000,1.064000,cross
-6.492000,4.042000,39.165000,23.700000,-47.200000,-62.800000,0.087000,-0.393000,1.079000,cross
-9.065000,6.405000,44.905000,23.800000,-47.100000,-63.700000,0.079000,-0.358000,1.078000,cross
-12.320000,8.837000,49.647000,23.400000,-47.200000,-62.700000,0.078000,-0.319000,1.077000,cross
-15.942000,11.567000,54.057000,24.700000,-46.300000,-62.400000,0.076000,-0.293000,1.068000,cross
-18.987000,13.947000,58.310000,25.200000,-45.900000,-63.700000,0.078000,-0.264000,1.050000,cross
-23.607000,15.417000,67.357000,24.900000,-45.900000,-63.600000,0.096000,-0.214000,1.004000,cross
-24.552000,14.402000,72.222000,26.200000,-45.600000,-63.300000,0.098000,-0.175000,0.988000,cross
-24.605000,12.565000,75.687000,25.500000,-45.700000,-62.800000,0.093000,-0.126000,0.986000,cross
-23.940000,10.377000,77.367000,25.800000,-45.700000,-63.700000,0.088000,-0.087000,1.003000,cross
-21.700000,9.170000,78.032000,26.700000,-44.700000,-63.900000,0.076000,-0.069000,1.026000,cross
-17.640000,9.082000,79.275000,28.200000,-44.200000,-63.300000,0.070000,-0.078000,1.041000,cross
-12.127000,9.572000,82.425000,27.600000,-43.800000,-63.300000,0.059000,-0.094000,1.045000,cross
-3.640000,11.322000,89.845000,28.200000,-43.500000,-62.400000,0.021000,-0.044000,1.056000,cross
-2.555000,12.320000,91.280000,28.000000,-43.500000,-62.500000,0.011000,-0.024000,1.055000,cross
-2.520000,12.845000,92.295000,28.900000,-43.000000,-62.200000,0.020000,-0.017000,1.047000,cross
-4.795000,12.967000,93.975000,28.600000,-42.700000,-63.600000,0.030000,0.000000,1.038000,cross
-8.050000,-0.945000,97.317000,29.200000,-42.100000,-62.200000,0.011000,-0.007000,0.849000,cross
-10.062000,-10.797000,101.097000,29.700000,-41.700000,-61.600000,0.092000,0.022000,1.091000,cross
-19.285000,3.167000,105.595000,29.100000,-41.100000,-62.400000,0.141000,0.074000,1.214000,cross
-40.775000,17.972000,102.200000,30.300000,-39.700000,-61.500000,0.062000,0.185000,1.061000,cross
-48.492000,20.807000,100.380000,30.000000,-40.200000,-63.100000,0.051000,0.217000,1.074000,cross
-51.975000,21.052000,98.542000,30.300000,-39.300000,-61.900000,0.015000,0.228000,1.019000,cross
-49.595000,16.380000,97.265000,30.700000,-37.800000,-62.400000,-0.027000,0.235000,0.991000,cross
-43.680000,11.515000,96.792000,30.000000,-37.000000,-62.100000,-0.050000,0.236000,0.996000,cross
-36.715000,8.820000,96.950000,30.000000,-36.300000,-62.200000,-0.062000,0.236000,0.984000,cross
-29.750000,6.405000,97.300000,29.500000,-36.300000,-62.500000,-0.072000,0.255000,0.983000,cross
-20.230000,9.800000,94.150000,28.900000,-35.500000,-62.500000,-0.100000,0.304000,1.003000,cross
-17.745000,12.547000,91.525000,29.200000,-35.400000,-61.300000,-0.105000,0.318000,0.992000,cross
-17.220000,15.872000,88.987000,29.100000,-34.200000,-62.200000,-0.095000,0.331000,0.983000,cross
-18.480000,15.977000,87.027000,28.500000,-33.400000,-61.600000,-0.107000,0.352000,0.943000,cross
-19.862000,14.297000,84.420000,28.900000,-33.300000,-62.100000,-0.126000,0.364000,0.940000,cross
-20.440000,10.552000,82.425000,28.000000,-33.600000,-60.900000,-0.155000,0.374000,0.934000,cross
-20.282000,5.652000,80.482000,27.900000,-32.700000,-62.100000,-0.188000,0.393000,0.931000,cross
-19.495000,-2.222000,75.880000,27.100000,-32.700000,-61.800000,-0.230000,0.430000,0.983000,cross
-19.547000,-2.450000,73.150000,27.300000,-32.800000,-61.800000,-0.247000,0.450000,1.010000,cross
-19.285000,-0.315000,70.017000,27.100000,-32.200000,-60.900000,-0.257000,0.463000,1.022000,cross
-18.620000,2.712000,66.710000,28.200000,-31.500000,-61.600000,-0.270000,0.476000,1.012000,cross
-18.112000,5.477000,62.580000,26.700000,-30.600000,-62.100000,-0.285000,0.495000,0.992000,cross
-17.955000,7.192000,56.892000,26.500000,-32.100000,-61.600000,-0.287000,0.514000,0.970000,cross
-17.885000,7.332000,50.295000,25.600000,-31.200000,-63.000000,-0.274000,0.516000,0.962000,cross
-15.400000,5.635000,37.817000,26.400000,-30.600000,-61.900000,-0.258000,0.498000,0.987000,cross
-12.425000,4.917000,31.920000,25.500000,-31.500000,-62.200000,-0.261000,0.479000,1.014000,cross
-9.012000,4.917000,26.670000,25.800000,-31.300000,-62.200000,-0.266000,0.443000,1.032000,cross
-6.702000,5.092000,22.085000,25.500000,-31.500000,-62.100000,-0.290000,0.424000,1.023000,cross
-5.985000,4.217000,16.082000,25.600000,-30.600000,-62.500000,-0.316000,0.413000,1.000000,cross
-5.547000,2.485000,8.715000,25.200000,-31.000000,-61.300000,-0.299000,0.383000,1.004000,cross
-5.390000,0.420000,2.310000,25.600000,-30.600000,-61.900000,-0.254000,0.346000,1.019000,cross
-7.490000,-5.967000,-5.792000,25.500000,-30.900000,-61.900000,-0.171000,0.279000,1.092000,cross
-9.117000,-8.802000,-8.137000,25.000000,-31.300000,-62.200000,-0.164000,0.236000,1.167000,cross
-12.110000,-9.625000,-9.065000,25.200000,-30.600000,-62.100000,-0.193000,0.209000,1.247000,cross
-16.100000,-8.662000,-10.325000,25.500000,-31.600000,-61.300000,-0.223000,0.192000,1.331000,cross
-18.935000,-5.145000,-11.585000,24.700000,-31.300000,-62.400000,-0.243000,0.153000,1.416000,cross
-20.807000,1.190000,-10.710000,24.700000,-30.300000,-61.900000,-0.268000,0.116000,1.478000,cross
-22.995000,8.732000,-7.315000,25.000000,-30.600000,-62.100000,-0.295000,0.097000,1.508000,cross
-28.437000,24.097000,1.032000,24.700000,-30.700000,-62.500000,-0.299000,0.098000,1.503000,cross
-31.640000,31.412000,4.217000,23.700000,-30.000000,-63.100000,-0.272000,0.114000,1.486000,cross
-36.015000,37.887000,5.845000,24.000000,-29.700000,-63.400000,-0.245000,0.139000,1.463000,cross
-40.827000,43.610000,5.757000,23.100000,-29.700000,-63.400000,-0.237000,0.162000,1.448000,cross
-44.502000,48.807000,4.322000,22.600000,-29.800000,-63.300000,-0.241000,0.177000,1.433000,cross
-46.217000,53.322000,2.222000,22.900000,-29.700000,-63.600000,-0.252000,0.186000,1.425000,cross
-45.132000,57.995000,0.787000,22.600000,-29.700000,-64.000000,-0.272000,0.177000,1.425000,cross
-36.155000,68.355000,1.505000,22.000000,-28.500000,-65.100000,-0.306000,0.161000,1.395000,cross
-31.412000,73.552000,1.802000,21.700000,-29.400000,-64.600000,-0.311000,0.180000,1.371000,cross
-27.720000,78.697000,0.647000,21.300000,-28.600000,-65.200000,-0.317000,0.198000,1.345000,cross
-25.235000,83.510000,-1.750000,20.700000,-29.100000,-66.300000,-0.313000,0.204000,1.306000,cross
-22.312000,87.465000,-4.410000,19.600000,-29.200000,-66.400000,-0.289000,0.189000,1.265000,cross
-19.040000,90.667000,-6.772000,19.900000,-29.400000,-67.500000,-0.275000,0.185000,1.224000,cross
-17.745000,92.750000,-8.942000,19.000000,-28.600000,-67.000000,-0.274000,0.192000,1.191000,cross
-16.432000,95.550000,-14.840000,18.400000,-28.600000,-67.900000,-0.301000,0.187000,1.151000,cross
-13.370000,97.492000,-17.692000,17.100000,-29.100000,-67.900000,-0.316000,0.167000,1.131000,cross
-8.837000,100.240000,-19.512000,15.700000,-29.400000,-68.100000,-0.325000,0.150000,1.105000,cross
-4.392000,103.565000,-21.035000,15.400000,-28.900000,-69.000000,-0.321000,0.144000,1.068000,cross
0.595000,106.872000,-22.452000,15.100000,-29.100000,-68.700000,-0.316000,0.127000,1.027000,cross
6.510000,110.005000,-23.572000,14.100000,-29.100000,-68.700000,-0.316000,0.108000,0.982000,cross
12.652000,112.490000,-24.727000,12.600000,-28.800000,-70.000000,-0.310000,0.086000,0.924000,cross
23.082000,114.572000,-24.080000,12.700000,-29.500000,-69.100000,-0.281000,0.013000,0.815000,cross
25.077000,113.995000,-21.262000,11.100000,-30.100000,-69.700000,-0.280000,-0.042000,0.758000,cross
22.400000,112.227000,-17.832000,10.000000,-29.500000,-70.300000,-0.286000,-0.089000,0.700000,cross
12.425000,109.165000,-14.647000,10.200000,-30.900000,-70.500000,-0.294000,-0.117000,0.646000,cross
-4.130000,104.895000,-13.352000,8.500000,-31.000000,-69.700000,-0.312000,-0.122000,0.583000,cross
-23.012000,99.365000,-14.630000,8.200000,-30.000000,-69.600000,-0.330000,-0.119000,0.512000,cross
-41.387000,85.155000,-17.850000,6.900000,-30.100000,-70.000000,-0.341000,-0.128000,0.424000,cross
-60.480000,78.137000,-17.570000,6.100000,-29.200000,-71.200000,-0.358000,-0.137000,0.304000,cross
-60.497000,71.487000,-16.082000,5.400000,-29.400000,-71.100000,-0.369000,-0.144000,0.255000,cross
-54.180000,64.767000,-13.282000,5.200000,-28.600000,-70.500000,-0.380000,-0.147000,0.212000,cross
-43.715000,57.575000,-10.535000,4.900000,-28.200000,-71.500000,-0.402000,-0.133000,0.154000,cross
-30.257000,49.665000,-8.382000,3.600000,-29.400000,-72.000000,-0.417000,-0.134000,0.109000,cross
-15.452000,40.775000,-6.422000,3.900000,-28.600000,-72.000000,-0.422000,-0.144000,0.079000,cross
9.747000,23.152000,-4.987000,3.100000,-28.800000,-71.800000,-0.436000,-0.132000,0.082000,cross
19.355000,15.715000,-6.090000,3.300000,-28.600000,-71.400000,-0.481000,-0.133000,0.132000,cross
26.425000,9.485000,-7.822000,3.600000,-28.900000,-71.800000,-0.495000,-0.145000,0.171000,cross
29.802000,4.707000,-9.520000,3.300000,-29.100000,-70.900000,-0.499000,-0.163000,0.231000,cross
29.662000,1.557000,-10.815000,3.600000,-29.100000,-71.100000,-0.504000,-0.199000,0.267000,cross
27.352000,-0.752000,-11.217000,3.900000,-29.500000,-70.500000,-0.501000,-0.245000,0.297000,cross
23.205000,-1.925000,-9.712000,3.900000,-29.400000,-69.600000,-0.500000,-0.282000,0.340000,cross
10.675000,-3.395000,-5.547000,3.700000,-29.500000,-71.100000,-0.513000,-0.294000,0.344000,cross
4.795000,-5.617000,-3.955000,3.400000,-29.700000,-71.100000,-0.489000,-0.284000,0.289000,cross
-0.437000,-9.345000,-2.240000,3.400000,-29.500000,-70.900000,-0.470000,-0.257000,0.256000,cross
-4.252000,-14.647000,-1.505000,3.300000,-29.500000,-70.800000,-0.453000,-0.223000,0.231000,cross
-4.882000,-21.192000,-1.487000,3.400000,-29.500000,-70.300000,-0.431000,-0.216000,0.213000,cross
-2.047000,-28.315000,-0.437000,4.800000,-30.000000,-70.600000,-0.419000,-0.214000,0.225000,cross
2.555000,-34.720000,1.172000,4.500000,-29.200000,-71.100000,-0.430000,-0.193000,0.270000,cross
13.982000,-39.392000,3.027000,4.600000,-30.100000,-70.900000,-0.447000,-0.184000,0.339000,cross
21.980000,-37.870000,5.390000,5.800000,-30.300000,-71.700000,-0.434000,-0.241000,0.417000,cross
28.892000,-35.647000,9.520000,6.300000,-30.600000,-70.800000,-0.409000,-0.244000,0.410000,cross
33.057000,-33.600000,14.280000,5.700000,-29.800000,-71.400000,-0.401000,-0.232000,0.364000,cross
33.967000,-34.020000,17.325000,6.700000,-30.400000,-70.800000,-0.380000,-0.206000,0.288000,cross
32.025000,-38.342000,18.270000,6.700000,-30.900000,-70.200000,-0.339000,-0.190000,0.241000,cross
26.355000,-45.990000,18.025000,6.700000,-30.600000,-70.800000,-0.302000,-0.164000,0.198000,cross
10.955000,-67.672000,16.467000,7.300000,-30.400000,-70.600000,-0.267000,-0.139000,0.206000,cross
8.120000,-77.297000,14.437000,8.800000,-30.900000,-70.600000,-0.254000,-0.064000,0.360000,cross
10.990000,-84.122000,13.090000,9.100000,-30.300000,-71.200000,-0.263000,-0.053000,0.458000,cross
17.920000,-87.500000,13.597000,9.400000,-30.400000,-70.500000,-0.270000,-0.038000,0.566000,cross
27.072000,-87.500000,15.137000,10.600000,-30.400000,-70.500000,-0.298000,-0.009000,0.655000,cross
37.782000,-84.910000,16.677000,10.600000,-30.300000,-70.000000,-0.327000,0.007000,0.733000,cross
47.390000,-80.762000,18.357000,11.400000,-30.400000,-69.000000,-0.339000,0.021000,0.786000,cross
57.067000,-73.605000,18.340000,12.700000,-31.000000,-69.900000,-0.328000,0.045000,0.825000,cross
57.837000,-71.610000,18.217000,14.400000,-31.300000,-68.500000,-0.257000,0.023000,0.894000,cross
57.242000,-69.930000,20.860000,15.400000,-31.900000,-67.600000,-0.225000,-0.003000,0.924000,cross
55.212000,-69.335000,25.252000,15.400000,-31.500000,-67.900000,-0.217000,0.000000,0.937000,cross
51.625000,-69.650000,28.962000,16.000000,-31.200000,-67.200000,-0.232000,0.027000,0.944000,cross
47.145000,-70.857000,31.412000,16.800000,-32.400000,-66.700000,-0.269000,0.065000,0.937000,cross
41.282000,-72.625000,31.360000,16.900000,-32.200000,-65.700000,-0.299000,0.124000,0.940000,cross
27.772000,-75.792000,25.515000,17.500000,-32.500000,-65.800000,-0.293000,0.171000,0.965000,cross
24.132000,-76.510000,21.315000,18.000000,-32.400000,-65.500000,-0.249000,0.228000,1.035000,cross
25.917000,-75.670000,18.515000,18.700000,-33.100000,-65.700000,-0.222000,0.206000,1.088000,cross
33.582000,-73.045000,19.757000,19.500000,-32.800000,-64.000000,-0.214000,0.166000,1.113000,cross
44.415000,-69.457000,25.777000,19.900000,-32.400000,-63.400000,-0.232000,0.148000,1.100000,cross
53.830000,-66.430000,33.652000,20.500000,-32.800000,-63.400000,-0.264000,0.187000,1.059000,cross
57.277000,-65.765000,37.870000,20.800000,-32.400000,-63.000000,-0.274000,0.264000,1.007000,cross
46.060000,-73.360000,32.567000,21.400000,-33.000000,-61.900000,-0.248000,0.333000,0.958000,cross
38.465000,-79.852000,27.650000,21.600000,-33.100000,-61.800000,-0.141000,0.337000,0.970000,cross
32.532000,-86.117000,23.012000,22.300000,-33.300000,-60.900000,-0.084000,0.322000,1.027000,cross
32.147000,-90.422000,20.387000,22.500000,-33.000000,-60.600000,-0.069000,0.284000,1.115000,cross
36.715000,-91.035000,21.945000,23.100000,-33.100000,-60.400000,-0.121000,0.235000,1.186000,cross
43.487000,-88.200000,26.425000,23.100000,-33.100000,-58.800000,-0.201000,0.228000,1.215000,cross
49.437000,-83.177000,30.082000,24.300000,-33.100000,-58.800000,-0.261000,0.273000,1.231000,cross
41.702000,-71.872000,25.655000,24.000000,-33.600000,-57.700000,-0.287000,0.359000,1.159000,cross
29.802000,-70.525000,18.025000,24.600000,-33.700000,-56.800000,-0.196000,0.424000,1.121000,cross
18.235000,-71.767000,12.477000,24.900000,-33.100000,-56.200000,-0.102000,0.364000,1.117000,cross
8.260000,-74.935000,10.605000,25.300000,-34.000000,-55.200000,-0.047000,0.337000,1.126000,cross
0.122000,-79.572000,9.310000,25.200000,-34.000000,-55.600000,-0.049000,0.347000,1.165000,cross
-5.180000,-82.687000,6.772000,25.800000,-33.000000,-54.900000,-0.070000,0.361000,1.227000,cross
-7.980000,-83.125000,3.342000,26.400000,-34.200000,-54.100000,-0.073000,0.374000,1.273000,cross
-7.945000,-79.187000,-4.672000,26.700000,-33.700000,-54.000000,-0.063000,0.371000,1.362000,cross
-6.562000,-74.497000,-7.227000,27.100000,-32.800000,-52.800000,-0.087000,0.338000,1.393000,cross
-4.200000,-68.985000,-8.190000,27.100000,-33.700000,-52.300000,-0.106000,0.321000,1.403000,cross
-3.622000,-64.347000,-10.342000,27.300000,-33.100000,-52.000000,-0.129000,0.345000,1.397000,cross
-4.182000,-60.812000,-15.365000,27.700000,-33.600000,-52.300000,-0.116000,0.336000,1.396000,cross
-4.165000,-57.715000,-19.862000,28.500000,-33.300000,-51.000000,-0.068000,0.281000,1.406000,cross
-2.590000,-54.530000,-21.472000,28.800000,-33.900000,-51.600000,-0.033000,0.223000,1.416000,cross
0.822000,-48.405000,-16.922000,29.100000,-33.600000,-49.200000,0.002000,0.123000,1.415000,cross
-0.105000,-44.975000,-13.212000,29.100000,-33.100000,-49.600000,-0.007000,0.132000,1.421000,cross
-3.325000,-41.247000,-12.565000,29.100000,-32.700000,-48.400000,-0.023000,0.154000,1.416000,cross
-8.032000,-37.555000,-14.612000,30.600000,-34.200000,-48.400000,-0.017000,0.155000,1.419000,cross
-13.335000,-33.337000,-16.922000,30.000000,-33.400000,-48.700000,0.005000,0.159000,1.434000,cross
-18.917000,-28.910000,-19.705000,30.000000,-33.600000,-47.500000,0.032000,0.189000,1.464000,cross
-22.855000,-24.115000,-24.570000,30.400000,-33.000000,-48.400000,0.035000,0.212000,1.502000,cross
-23.590000,-13.912000,-34.107000,30.000000,-33.100000,-46.900000,0.050000,0.145000,1.610000,cross
-18.690000,-7.980000,-33.897000,29.700000,-33.700000,-48.700000,0.055000,0.083000,1.672000,cross
-10.867000,-1.662000,-30.712000,30.100000,-33.300000,-47.400000,0.035000,0.034000,1.718000,cross
-2.870000,5.005000,-25.305000,29.700000,-33.400000,-48.000000,0.008000,0.005000,1.749000,cross
2.922000,11.672000,-18.462000,30.100000,-33.600000,-48.400000,-0.003000,-0.027000,1.768000,cross
3.972000,18.252000,-10.815000,30.300000,-33.100000,-48.400000,-0.006000,-0.043000,1.774000,cross
-1.015000,24.745000,-4.497000,29.700000,-33.300000,-49.500000,-0.009000,-0.021000,1.758000,cross
-23.292000,37.152000,-0.420000,30.300000,-33.300000,-49.000000,0.000000,0.041000,1.686000,cross
-34.965000,43.172000,-0.945000,28.600000,-33.700000,-50.500000,0.012000,0.071000,1.640000,cross
-44.187000,49.350000,-1.452000,28.900000,-32.800000,-50.100000,0.028000,0.094000,1.596000,cross
-49.717000,55.440000,-0.840000,30.000000,-32.800000,-51.400000,0.035000,0.109000,1.542000,cross
-51.415000,60.672000,0.665000,28.300000,-32.100000,-51.400000,0.025000,0.127000,1.476000,cross
-49.997000,64.470000,2.240000,28.500000,-32.700000,-52.800000,0.014000,0.150000,1.413000,cross
-47.390000,66.622000,3.780000,28.200000,-31.600000,-52.600000,0.011000,0.177000,1.347000,cross
-41.457000,66.902000,2.905000,27.400000,-31.900000,-55.000000,0.006000,0.245000,1.257000,cross
-38.307000,66.342000,0.455000,27.700000,-32.500000,-54.600000,0.006000,0.251000,1.225000,cross
-33.827000,66.097000,-1.557000,27.100000,-31.600000,-55.000000,0.015000,0.233000,1.205000,cross
-28.000000,66.587000,-3.010000,26.500000,-31.200000,-55.900000,0.020000,0.233000,1.195000,cross
-21.997000,67.795000,-5.057000,27.300000,-30.900000,-56.500000,0.012000,0.245000,1.186000,cross
-15.925000,69.387000,-7.857000,26.400000,-31.800000,-56.200000,0.002000,0.236000,1.176000,cross
-9.625000,70.927000,-10.045000,25.300000,-30.100000,-57.100000,-0.018000,0.206000,1.153000,cross
0.630000,72.992000,-11.935000,25.900000,-30.700000,-58.500000,-0.064000,0.178000,1.127000,cross
3.237000,73.832000,-12.670000,24.900000,-31.000000,-58.000000,-0.080000,0.168000,1.117000,cross
4.375000,74.585000,-12.932000,24.700000,-30.900000,-58.900000,-0.098000,0.151000,1.097000,cross
4.130000,74.882000,-12.862000,24.100000,-31.800000,-60.100000,-0.108000,0.146000,1.075000,cross
2.450000,74.550000,-13.720000,24.700000,-31.300000,-60.400000,-0.105000,0.151000,1.064000,cross
-0.630000,74.060000,-15.470000,22.900000,-31.200000,-61.200000,-0.102000,0.150000,1.069000,cross
-3.605000,73.990000,-16.975000,23.200000,-32.200000,-61.900000,-0.114000,0.126000,1.079000,cross
-6.405000,75.267000,-16.065000,22.600000,-31.600000,-62.800000,-0.139000,0.090000,1.082000,cross
-7.490000,75.932000,-15.592000,22.200000,-32.100000,-63.000000,-0.141000,0.094000,1.090000,cross
-8.487000,77.210000,-15.680000,21.000000,-32.500000,-63.300000,-0.158000,0.093000,1.102000,cross
-9.152000,78.697000,-16.082000,21.300000,-32.400000,-64.600000,-0.168000,0.089000,1.102000,cross
-8.277000,79.922000,-16.222000,20.200000,-32.200000,-65.100000,-0.172000,0.067000,1.112000,cross
-5.460000,81.935000,-14.122000,19.800000,-32.400000,-65.400000,-0.202000,0.039000,1.119000,cross
-2.607000,85.312000,-10.150000,18.900000,-32.500000,-65.500000,-0.258000,0.054000,1.115000,cross
-3.517000,95.550000,-9.397000,17.800000,-32.800000,-66.700000,-0.332000,0.134000,1.058000,cross
-6.352000,100.642000,-10.202000,17.500000,-32.500000,-66.700000,-0.293000,0.120000,0.984000,cross
-9.415000,103.057000,-8.207000,16.200000,-33.600000,-66.300000,-0.239000,0.099000,0.893000,cross
-13.107000,102.130000,-4.567000,15.600000,-32.700000,-67.000000,-0.217000,0.105000,0.795000,cross
-17.027000,98.192000,-2.030000,14.400000,-32.200000,-67.300000,-0.227000,0.137000,0.697000,cross
-20.580000,91.997000,-2.555000,13.900000,-33.700000,-69.400000,-0.236000,0.178000,0.629000,cross
-26.127000,84.980000,-4.322000,13.200000,-33.100000,-69.100000,-0.237000,0.195000,0.569000,cross
-35.367000,71.557000,-8.120000,13.000000,-33.700000,-69.400000,-0.264000,0.208000,0.490000,cross
-37.030000,66.080000,-11.917000,12.400000,-33.300000,-69.700000,-0.281000,0.210000,0.472000,cross
-35.700000,62.002000,-15.487000,11.500000,-33.000000,-69.900000,-0.283000,0.190000,0.459000,cross
-31.167000,58.852000,-17.255000,10.900000,-32.500000,-70.200000,-0.283000,0.150000,0.438000,cross
-23.082000,56.350000,-17.220000,10.000000,-32.800000,-70.300000,-0.292000,0.118000,0.411000,cross
-13.982000,53.357000,-16.992000,9.000000,-32.500000,-70.800000,-0.311000,0.103000,0.374000,cross
-5.670000,49.140000,-17.867000,9.300000,-33.100000,-70.600000,-0.319000,0.088000,0.349000,cross
9.082000,37.607000,-20.265000,9.300000,-33.100000,-70.900000,-0.312000,0.011000,0.321000,cross
13.947000,29.610000,-20.492000,8.200000,-33.100000,-70.300000,-0.312000,-0.025000,0.307000,cross
17.185000,20.737000,-20.160000,8.400000,-33.900000,-70.800000,-0.306000,-0.062000,0.315000,cross
19.512000,12.267000,-19.355000,8.100000,-34.000000,-70.800000,-0.304000,-0.092000,0.333000,cross
