@relation imu_motion_train_raw

@attribute gyro_x numeric
@attribute gyro_y numeric
@attribute gyro_z numeric
@attribute mag_x numeric
@attribute mag_y numeric
@attribute mag_z numeric
@attribute acc_x numeric
@attribute acc_y numeric
@attribute acc_z numeric
@attribute label {cross,rotate_wrist,up_down}

@data
-11.025000,-205.537000,-29.050000,23.500000,-34.500000,-64.900000,0.151000,-0.164000,1.006000,up_down
-1.785000,-194.897000,-29.347000,25.200000,-32.700000,-64.000000,0.148000,-0.204000,1.037000,up_down
10.115000,-184.345000,-27.002000,26.800000,-34.500000,-63.000000,0.161000,-0.241000,0.968000,up_down
22.907000,-176.085000,-21.210000,27.100000,-34.900000,-62.200000,0.209000,-0.234000,0.873000,up_down
42.017000,-165.865000,-19.197000,28.000000,-35.100000,-61.500000,0.285000,-0.176000,0.776000,up_down
45.272000,-162.260000,-23.240000,28.300000,-34.900000,-61.200000,0.399000,-0.128000,0.631000,up_down
38.342000,-157.675000,-23.555000,30.100000,-34.600000,-60.400000,0.442000,-0.138000,0.647000,up_down
26.915000,-153.282000,-23.030000,30.300000,-34.600000,-59.400000,0.462000,-0.160000,0.661000,up_down
17.255000,-149.730000,-23.170000,30.700000,-35.800000,-59.500000,0.437000,-0.183000,0.697000,up_down
7.997000,-145.197000,-23.432000,31.200000,-35.200000,-58.500000,0.373000,-0.185000,0.751000,up_down
1.925000,-139.510000,-23.940000,31.800000,-34.500000,-57.700000,0.325000,-0.182000,0.750000,up_down
8.557000,-129.710000,-19.845000,32.700000,-35.800000,-56.700000,0.321000,-0.165000,0.708000,up_down
21.035000,-126.805000,-17.447000,33.600000,-34.600000,-56.400000,0.421000,-0.039000,0.531000,up_down
35.385000,-126.437000,-17.762000,32.400000,-35.100000,-54.900000,0.536000,0.038000,0.427000,up_down
44.642000,-128.100000,-17.062000,34.000000,-36.100000,-54.400000,0.684000,0.084000,0.382000,up_down
45.552000,-130.917000,-15.295000,34.000000,-35.700000,-53.800000,0.780000,0.126000,0.420000,up_down
40.845000,-134.575000,-15.400000,34.000000,-35.800000,-53.500000,0.787000,0.102000,0.514000,up_down
33.897000,-138.250000,-17.062000,34.600000,-36.600000,-53.200000,0.748000,0.065000,0.617000,up_down
19.897000,-141.085000,-15.820000,35.200000,-35.400000,-52.200000,0.756000,0.032000,0.701000,up_down
14.560000,-141.085000,-15.085000,36.000000,-36.600000,-51.400000,0.724000,0.058000,0.746000,up_down
8.767000,-142.572000,-15.890000,36.700000,-37.300000,-51.100000,0.750000,0.111000,0.727000,up_down
3.640000,-144.725000,-18.532000,37.200000,-36.900000,-50.100000,0.776000,0.167000,0.721000,up_down
-1.925000,-145.915000,-22.575000,36.400000,-36.700000,-49.300000,0.795000,0.228000,0.727000,up_down
-6.107000,-146.930000,-28.770000,37.900000,-37.000000,-49.200000,0.817000,0.284000,0.737000,up_down
-8.645000,-146.632000,-36.470000,37.800000,-37.000000,-48.400000,0.821000,0.312000,0.778000,up_down
-5.617000,-137.812000,-44.782000,38.200000,-36.900000,-47.800000,0.831000,0.194000,0.893000,up_down
-2.100000,-128.502000,-42.647000,38.200000,-36.700000,-48.000000,0.815000,0.158000,0.964000,up_down
-1.522000,-116.305000,-39.917000,38.400000,-37.300000,-47.400000,0.782000,0.137000,1.024000,up_down
-3.692000,-102.287000,-36.750000,38.200000,-37.200000,-47.700000,0.771000,0.096000,1.073000,up_down
-9.065000,-85.960000,-31.657000,38.700000,-37.300000,-47.400000,0.774000,0.075000,1.141000,up_down
-16.520000,-67.655000,-26.407000,39.000000,-37.300000,-46.800000,0.803000,0.077000,1.194000,up_down
-20.142000,-50.400000,-28.402000,39.000000,-37.600000,-47.100000,0.883000,0.167000,1.160000,up_down
-23.170000,-20.475000,-43.977000,38.500000,-37.600000,-46.800000,0.895000,0.242000,1.015000,up_down
-24.727000,-10.745000,-46.830000,38.800000,-37.800000,-47.100000,0.868000,0.232000,0.962000,up_down
-23.065000,-3.902000,-49.280000,38.500000,-38.100000,-46.300000,0.808000,0.165000,0.976000,up_down
-22.032000,3.920000,-48.422000,37.900000,-38.800000,-47.200000,0.742000,0.084000,1.031000,up_down
-21.927000,14.420000,-44.957000,38.700000,-38.400000,-47.400000,0.701000,0.022000,1.095000,up_down
-20.912000,28.402000,-38.307000,37.600000,-37.800000,-47.700000,0.712000,-0.058000,1.135000,up_down
-19.162000,45.517000,-25.777000,37.600000,-37.800000,-48.100000,0.747000,-0.117000,1.180000,up_down
-20.947000,86.625000,8.820000,37.300000,-37.300000,-49.800000,0.777000,-0.125000,1.209000,up_down
-16.135000,104.037000,12.845000,36.100000,-38.400000,-49.300000,0.873000,0.047000,1.134000,up_down
-9.765000,116.270000,1.330000,36.900000,-38.500000,-50.400000,0.939000,0.252000,0.991000,up_down
-7.717000,124.302000,-14.997000,35.100000,-38.500000,-50.100000,0.939000,0.378000,0.845000,up_down
-13.405000,125.720000,-26.477000,35.500000,-37.600000,-52.000000,0.857000,0.377000,0.740000,up_down
-19.757000,120.190000,-33.407000,34.000000,-38.500000,-52.000000,0.803000,0.321000,0.671000,up_down
-18.165000,110.127000,-36.120000,33.900000,-37.900000,-53.500000,0.803000,0.213000,0.645000,up_down
-3.010000,92.575000,-24.465000,33.900000,-38.500000,-52.500000,0.752000,0.080000,0.768000,up_down
2.065000,85.452000,-17.990000,32.800000,-37.800000,-54.900000,0.709000,0.044000,0.824000,up_down
6.615000,80.202000,-11.235000,31.600000,-39.000000,-54.400000,0.673000,-0.003000,0.931000,up_down
8.032000,80.185000,-1.050000,32.100000,-38.400000,-55.000000,0.640000,-0.057000,1.028000,up_down
8.575000,85.785000,12.670000,32.200000,-38.200000,-55.800000,0.631000,-0.072000,1.118000,up_down
15.522000,95.620000,22.365000,31.500000,-38.700000,-56.100000,0.673000,0.021000,1.179000,up_down
31.867000,106.627000,16.782000,31.300000,-39.000000,-55.900000,0.684000,0.208000,1.135000,up_down
46.532000,123.567000,1.855000,29.700000,-38.400000,-56.700000,0.635000,0.284000,1.030000,up_down
46.007000,125.440000,-3.780000,29.500000,-38.100000,-57.100000,0.645000,0.251000,1.029000,up_down
43.225000,125.825000,-7.945000,27.900000,-39.300000,-57.400000,0.637000,0.150000,1.089000,up_down
35.822000,127.032000,-7.647000,27.100000,-39.100000,-57.700000,0.594000,0.042000,1.167000,up_down
26.460000,127.627000,-4.462000,27.100000,-39.100000,-58.300000,0.553000,-0.039000,1.214000,up_down
16.030000,127.925000,1.645000,26.800000,-39.400000,-58.000000,0.524000,-0.102000,1.252000,up_down
6.125000,129.920000,10.412000,25.300000,-39.600000,-59.200000,0.510000,-0.116000,1.270000,up_down
-4.742000,135.992000,22.750000,24.100000,-39.700000,-59.700000,0.521000,0.036000,1.184000,up_down
-4.952000,138.722000,26.985000,24.100000,-39.300000,-59.400000,0.523000,0.098000,1.157000,up_down
-2.817000,140.927000,30.765000,21.700000,-38.200000,-60.600000,0.513000,0.154000,1.112000,up_down
2.695000,139.387000,28.665000,22.000000,-39.400000,-60.600000,0.517000,0.236000,1.044000,up_down
9.922000,134.662000,21.595000,20.500000,-37.900000,-61.200000,0.474000,0.257000,1.016000,up_down
11.445000,130.007000,18.217000,19.500000,-38.700000,-61.500000,0.414000,0.225000,1.044000,up_down
10.552000,126.070000,16.695000,19.500000,-38.100000,-60.900000,0.373000,0.174000,1.113000,up_down
7.385000,122.535000,17.570000,18.700000,-38.400000,-61.000000,0.330000,-0.001000,1.249000,up_down
2.590000,123.672000,23.240000,18.300000,-38.800000,-60.400000,0.311000,-0.070000,1.294000,up_down
-3.010000,126.280000,31.167000,16.900000,-38.800000,-61.500000,0.283000,-0.116000,1.333000,up_down
-10.185000,130.655000,40.757000,17.200000,-38.700000,-60.900000,0.249000,-0.120000,1.352000,up_down
-17.482000,135.922000,51.310000,16.000000,-38.700000,-60.400000,0.240000,-0.084000,1.339000,up_down
-20.265000,140.962000,58.817000,14.800000,-37.900000,-61.200000,0.254000,0.004000,1.307000,up_down
-17.272000,144.497000,58.397000,14.400000,-37.600000,-62.700000,0.243000,0.128000,1.239000,up_down
-8.557000,144.760000,40.757000,14.700000,-38.200000,-61.600000,0.201000,0.307000,1.106000,up_down
-3.727000,140.455000,32.777000,13.800000,-38.100000,-61.200000,0.186000,0.289000,1.058000,up_down
0.927000,133.980000,28.052000,12.600000,-37.300000,-61.300000,0.153000,0.231000,1.079000,up_down
2.940000,127.872000,25.830000,12.000000,-37.500000,-60.600000,0.106000,0.159000,1.122000,up_down
2.905000,122.867000,25.235000,11.200000,-37.900000,-60.900000,0.064000,0.075000,1.185000,up_down
-0.105000,119.945000,26.372000,11.800000,-36.900000,-61.600000,0.021000,0.014000,1.244000,up_down
-6.370000,120.050000,29.015000,10.000000,-38.200000,-61.200000,-0.013000,-0.023000,1.303000,up_down
-22.242000,128.537000,38.325000,10.900000,-37.300000,-61.300000,-0.054000,-0.077000,1.341000,up_down
-27.177000,135.397000,44.380000,10.900000,-37.200000,-60.700000,-0.039000,-0.024000,1.335000,up_down
-24.342000,142.625000,44.327000,9.600000,-36.400000,-60.300000,-0.006000,0.111000,1.306000,up_down
-17.815000,148.120000,38.395000,9.700000,-37.000000,-60.400000,-0.029000,0.251000,1.187000,up_down
-9.975000,148.417000,31.167000,8.800000,-37.200000,-60.000000,-0.031000,0.328000,1.083000,up_down
-0.700000,144.620000,23.345000,8.200000,-36.600000,-60.100000,-0.060000,0.351000,1.039000,up_down
4.585000,139.195000,17.062000,7.900000,-37.300000,-60.100000,-0.130000,0.305000,1.004000,up_down
8.767000,125.160000,10.237000,7.300000,-36.700000,-60.300000,-0.195000,0.159000,1.062000,up_down
7.175000,120.645000,8.907000,7.300000,-37.200000,-59.800000,-0.218000,0.086000,1.095000,up_down
1.995000,119.175000,9.205000,6.400000,-37.200000,-59.700000,-0.239000,0.052000,1.163000,up_down
-4.760000,120.995000,10.640000,6.100000,-37.200000,-59.800000,-0.272000,0.000000,1.210000,up_down
-11.042000,125.037000,13.632000,6.000000,-36.600000,-59.100000,-0.301000,-0.023000,1.226000,up_down
-15.767000,130.287000,16.327000,4.900000,-36.900000,-58.600000,-0.310000,0.011000,1.211000,up_down
-18.392000,139.580000,19.460000,4.600000,-36.600000,-59.800000,-0.309000,0.055000,1.172000,up_down
-9.887000,140.385000,19.092000,4.800000,-36.900000,-59.400000,-0.274000,0.197000,1.011000,up_down
-0.630000,138.390000,17.255000,4.300000,-36.100000,-59.100000,-0.284000,0.239000,0.936000,up_down
6.947000,134.260000,15.942000,3.100000,-36.700000,-59.100000,-0.315000,0.241000,0.876000,up_down
12.862000,127.995000,14.140000,2.800000,-36.900000,-58.500000,-0.337000,0.224000,0.837000,up_down
18.655000,120.697000,11.882000,3.600000,-35.800000,-59.400000,-0.353000,0.199000,0.836000,up_down
21.770000,114.782000,10.290000,2.400000,-37.000000,-58.600000,-0.390000,0.187000,0.887000,up_down
22.032000,110.810000,8.627000,1.900000,-36.900000,-58.500000,-0.432000,0.145000,0.912000,up_down
20.072000,113.767000,10.080000,1.600000,-37.200000,-58.300000,-0.473000,0.077000,1.018000,up_down
18.742000,117.757000,13.125000,1.000000,-37.600000,-58.300000,-0.481000,0.038000,0.979000,up_down
20.457000,120.085000,18.812000,0.900000,-37.900000,-58.600000,-0.466000,0.015000,0.938000,up_down
24.465000,121.712000,27.142000,0.400000,-36.900000,-57.900000,-0.450000,0.017000,0.886000,up_down
30.047000,121.555000,36.645000,0.100000,-37.200000,-58.000000,-0.455000,0.055000,0.838000,up_down
36.855000,120.400000,42.997000,-0.400000,-38.200000,-58.500000,-0.487000,0.135000,0.801000,up_down
51.870000,114.397000,43.592000,-0.700000,-38.500000,-57.700000,-0.513000,0.193000,0.757000,up_down
55.527000,108.815000,42.665000,-0.700000,-39.300000,-57.700000,-0.527000,0.220000,0.708000,up_down
53.917000,102.620000,42.997000,-1.500000,-39.400000,-56.400000,-0.554000,0.197000,0.730000,up_down
49.350000,95.935000,43.680000,-1.200000,-39.600000,-56.100000,-0.590000,0.175000,0.715000,up_down
44.432000,87.867000,44.292000,-2.100000,-40.200000,-57.100000,-0.606000,0.159000,0.700000,up_down
40.565000,80.185000,46.060000,-1.900000,-39.600000,-56.400000,-0.615000,0.150000,0.710000,up_down
38.552000,74.165000,49.070000,-2.700000,-40.500000,-56.800000,-0.623000,0.137000,0.729000,up_down
43.505000,69.580000,60.725000,-3.300000,-40.300000,-55.500000,-0.624000,0.122000,0.724000,up_down
49.647000,68.110000,66.360000,-2.800000,-41.500000,-56.500000,-0.650000,0.192000,0.695000,up_down
55.422000,65.887000,68.320000,-1.900000,-42.600000,-56.100000,-0.665000,0.271000,0.676000,up_down
60.375000,62.947000,66.745000,-3.400000,-42.300000,-55.500000,-0.671000,0.329000,0.651000,up_down
63.735000,59.150000,63.560000,-2.800000,-42.100000,-55.600000,-0.659000,0.336000,0.624000,up_down
65.012000,54.320000,61.075000,-2.700000,-42.900000,-54.300000,-0.653000,0.335000,0.611000,up_down
64.102000,50.085000,57.855000,-3.400000,-43.800000,-54.600000,-0.665000,0.356000,0.635000,up_down
57.032000,44.467000,44.502000,-2.800000,-43.800000,-53.800000,-0.709000,0.381000,0.619000,up_down
50.312000,41.440000,36.312000,-3.300000,-44.500000,-53.700000,-0.715000,0.398000,0.591000,up_down
42.997000,37.782000,27.650000,-2.100000,-45.000000,-54.000000,-0.706000,0.401000,0.546000,up_down
35.332000,32.672000,19.775000,-2.800000,-45.400000,-54.000000,-0.691000,0.420000,0.518000,up_down
28.490000,27.247000,10.062000,-3.300000,-46.200000,-53.100000,-0.700000,0.482000,0.519000,up_down
24.185000,23.835000,-1.400000,-3.400000,-45.300000,-53.200000,-0.719000,0.501000,0.540000,up_down
21.332000,22.802000,-11.602000,-3.400000,-45.900000,-53.700000,-0.731000,0.506000,0.576000,up_down
17.150000,24.692000,-22.890000,-3.900000,-46.000000,-52.800000,-0.709000,0.426000,0.615000,up_down
18.147000,25.095000,-22.592000,-3.900000,-46.200000,-53.700000,-0.711000,0.407000,0.609000,up_down
19.810000,24.727000,-22.732000,-3.100000,-46.200000,-53.800000,-0.732000,0.427000,0.600000,up_down
21.332000,24.132000,-24.325000,-3.900000,-46.800000,-53.500000,-0.742000,0.429000,0.606000,up_down
22.977000,24.622000,-25.305000,-4.000000,-46.200000,-52.500000,-0.733000,0.404000,0.614000,up_down
24.762000,25.987000,-24.990000,-3.900000,-46.600000,-52.300000,-0.716000,0.381000,0.596000,up_down
25.970000,26.372000,-24.237000,-5.400000,-46.300000,-52.800000,-0.701000,0.373000,0.548000,up_down
22.452000,20.667000,-26.792000,-4.600000,-46.800000,-51.700000,-0.700000,0.412000,0.502000,up_down
17.080000,16.135000,-31.237000,-5.500000,-47.500000,-53.400000,-0.700000,0.421000,0.467000,up_down
12.425000,9.240000,-37.660000,-6.000000,-46.900000,-52.000000,-0.692000,0.423000,0.410000,up_down
8.172000,-0.227000,-45.272000,-5.700000,-46.200000,-53.400000,-0.670000,0.427000,0.373000,up_down
0.490000,-10.010000,-50.575000,-6.600000,-47.200000,-52.900000,-0.661000,0.425000,0.376000,up_down
-11.725000,-17.920000,-53.200000,-6.000000,-46.600000,-53.700000,-0.666000,0.420000,0.396000,up_down
-22.540000,-24.465000,-54.600000,-6.300000,-46.500000,-52.900000,-0.657000,0.384000,0.390000,up_down
-31.027000,-38.115000,-57.662000,-7.300000,-46.500000,-53.500000,-0.658000,0.337000,0.379000,up_down
-33.372000,-43.925000,-57.435000,-6.700000,-45.100000,-53.400000,-0.644000,0.294000,0.370000,up_down
-33.722000,-50.102000,-54.792000,-6.700000,-46.000000,-54.900000,-0.608000,0.231000,0.337000,up_down
-31.780000,-58.345000,-49.472000,-6.600000,-46.300000,-53.700000,-0.565000,0.164000,0.267000,up_down
-27.912000,-70.717000,-43.207000,-7.200000,-44.700000,-54.600000,-0.525000,0.130000,0.172000,up_down
-21.840000,-88.217000,-37.590000,-5.700000,-45.100000,-55.000000,-0.475000,0.132000,0.070000,up_down
-15.015000,-108.797000,-34.282000,-6.000000,-45.400000,-55.200000,-0.453000,0.184000,0.045000,up_down
-16.450000,-140.367000,-37.555000,-5.200000,-45.400000,-56.400000,-0.478000,0.332000,0.242000,up_down
-32.655000,-144.707000,-43.610000,-5.400000,-45.000000,-57.300000,-0.522000,0.416000,0.564000,up_down
-58.100000,-138.337000,-54.145000,-5.100000,-44.700000,-57.700000,-0.661000,0.392000,0.781000,up_down
-77.420000,-126.577000,-69.090000,-3.600000,-44.400000,-59.100000,-0.747000,0.250000,0.874000,up_down
-85.295000,-113.662000,-79.467000,-3.900000,-44.500000,-59.500000,-0.722000,0.065000,0.855000,up_down
-83.107000,-103.285000,-78.890000,-3.400000,-43.000000,-59.500000,-0.629000,-0.088000,0.763000,up_down
-75.355000,-97.177000,-68.967000,-2.700000,-43.200000,-60.000000,-0.529000,-0.161000,0.670000,up_down
-55.860000,-101.377000,-45.710000,-3.000000,-42.400000,-60.600000,-0.406000,-0.108000,0.467000,up_down
-46.900000,-110.005000,-39.182000,-2.100000,-42.100000,-61.200000,-0.361000,-0.052000,0.392000,up_down
-38.097000,-120.645000,-36.260000,-2.200000,-42.300000,-61.300000,-0.321000,-0.005000,0.326000,up_down
-34.037000,-132.737000,-36.505000,-0.900000,-41.800000,-61.800000,-0.310000,0.061000,0.400000,up_down
-43.172000,-140.630000,-37.467000,-0.300000,-41.400000,-63.000000,-0.373000,0.080000,0.612000,up_down
-60.602000,-142.292000,-41.492000,0.100000,-41.200000,-63.300000,-0.482000,0.024000,0.782000,up_down
-77.367000,-139.387000,-48.212000,1.600000,-41.100000,-63.700000,-0.529000,-0.077000,0.881000,up_down
-102.760000,-125.247000,-51.152000,0.900000,-40.000000,-64.200000,-0.466000,-0.313000,0.997000,up_down
-109.497000,-116.322000,-44.835000,2.200000,-39.100000,-64.800000,-0.422000,-0.402000,0.966000,up_down
-110.477000,-109.200000,-36.872000,3.000000,-37.800000,-65.100000,-0.375000,-0.394000,0.891000,up_down
-108.237000,-104.177000,-30.660000,4.000000,-37.800000,-65.800000,-0.340000,-0.323000,0.825000,up_down
-102.095000,-100.380000,-27.212000,4.000000,-37.600000,-66.000000,-0.318000,-0.245000,0.764000,up_down
-91.840000,-98.420000,-25.952000,4.600000,-36.900000,-65.200000,-0.302000,-0.188000,0.675000,up_down
-78.540000,-99.365000,-26.355000,6.600000,-35.500000,-66.900000,-0.272000,-0.158000,0.579000,up_down
-51.660000,-108.272000,-26.845000,6.900000,-35.500000,-67.200000,-0.224000,-0.148000,0.496000,up_down
-43.295000,-112.350000,-23.817000,7.000000,-35.800000,-66.900000,-0.219000,-0.167000,0.570000,up_down
-38.220000,-113.645000,-19.950000,7.800000,-35.400000,-67.000000,-0.246000,-0.189000,0.662000,up_down
-35.472000,-112.332000,-18.637000,8.700000,-34.800000,-67.500000,-0.289000,-0.204000,0.737000,up_down
-34.615000,-108.062000,-19.232000,9.300000,-35.400000,-67.200000,-0.301000,-0.225000,0.789000,up_down
-34.212000,-101.972000,-19.915000,9.700000,-34.600000,-67.600000,-0.282000,-0.248000,0.796000,up_down
-33.162000,-96.355000,-19.005000,10.500000,-34.800000,-68.200000,-0.239000,-0.259000,0.748000,up_down
-30.292000,-92.330000,-19.810000,11.500000,-34.000000,-67.200000,-0.140000,-0.152000,0.602000,up_down
-26.652000,-94.762000,-23.345000,12.400000,-34.500000,-66.600000,-0.100000,-0.119000,0.539000,up_down
-23.100000,-100.135000,-26.425000,12.900000,-33.300000,-67.300000,-0.072000,-0.097000,0.491000,up_down
-19.442000,-107.292000,-30.135000,13.300000,-32.800000,-66.900000,-0.051000,-0.073000,0.479000,up_down
-18.707000,-114.292000,-32.270000,14.500000,-33.300000,-66.100000,-0.034000,-0.083000,0.559000,up_down
-21.175000,-118.842000,-32.655000,15.300000,-33.400000,-66.600000,-0.070000,-0.110000,0.681000,up_down
-21.630000,-119.945000,-34.405000,15.900000,-32.800000,-67.200000,-0.130000,-0.150000,0.768000,up_down
-20.492000,-111.772000,-36.085000,16.300000,-33.300000,-66.100000,-0.137000,-0.183000,0.893000,up_down
-20.702000,-104.545000,-35.227000,18.100000,-32.700000,-66.300000,-0.133000,-0.194000,0.897000,up_down
-19.775000,-97.877000,-35.262000,17.500000,-33.600000,-66.100000,-0.120000,-0.172000,0.836000,up_down
-18.690000,-93.205000,-37.642000,18.900000,-32.700000,-66.100000,-0.060000,-0.126000,0.748000,up_down
-19.425000,-91.245000,-41.002000,18.600000,-33.100000,-66.100000,0.018000,-0.075000,0.687000,up_down
-19.932000,-91.647000,-44.817000,19.600000,-32.400000,-64.900000,0.055000,-0.041000,0.632000,up_down
-19.862000,-94.447000,-51.100000,20.200000,-32.100000,-64.900000,0.068000,0.021000,0.594000,up_down
-21.962000,-100.590000,-66.500000,21.300000,-31.500000,-64.800000,0.062000,0.026000,0.624000,up_down
-18.952000,-102.515000,-70.665000,21.300000,-31.800000,-63.700000,0.063000,-0.043000,0.655000,up_down
-11.112000,-102.042000,-71.767000,22.800000,-32.100000,-63.700000,0.048000,-0.077000,0.689000,up_down
-4.375000,-99.592000,-71.365000,22.500000,-31.800000,-64.000000,0.052000,-0.076000,0.697000,up_down
2.310000,-97.142000,-69.930000,22.900000,-32.500000,-63.400000,0.122000,-0.170000,0.697000,up_down
12.600000,-93.012000,-62.125000,23.800000,-32.700000,-62.800000,0.180000,-0.262000,0.725000,up_down
19.110000,-83.002000,-49.140000,23.500000,-32.200000,-61.200000,0.197000,-0.165000,0.750000,up_down
15.382000,-80.377000,-52.220000,25.000000,-32.700000,-62.200000,0.231000,0.020000,0.752000,up_down
14.227000,-79.660000,-57.242000,24.300000,-31.900000,-61.200000,0.231000,0.017000,0.746000,up_down
15.277000,-79.782000,-62.002000,24.900000,-32.800000,-60.700000,0.253000,0.008000,0.768000,up_down
15.382000,-80.902000,-66.237000,25.900000,-33.700000,-60.600000,0.302000,-0.008000,0.806000,up_down
15.820000,-83.212000,-67.567000,25.200000,-33.100000,-59.700000,0.351000,-0.100000,0.863000,up_down
16.205000,-84.822000,-62.842000,26.100000,-33.300000,-58.600000,0.361000,-0.173000,0.944000,up_down
9.292000,-80.640000,-53.585000,25.600000,-33.400000,-58.600000,0.329000,-0.166000,1.050000,up_down
2.782000,-73.377000,-53.445000,25.900000,-33.400000,-57.900000,0.220000,-0.109000,1.265000,up_down
-2.607000,-63.122000,-53.690000,26.100000,-34.000000,-57.400000,0.212000,-0.127000,1.327000,up_down
-5.250000,-51.467000,-52.657000,25.600000,-33.400000,-57.900000,0.253000,-0.139000,1.349000,up_down
-6.510000,-39.620000,-49.997000,24.900000,-33.600000,-57.400000,0.306000,-0.153000,1.345000,up_down
-6.212000,-27.702000,-44.957000,25.500000,-33.400000,-56.800000,0.337000,-0.169000,1.341000,up_down
-5.355000,-16.275000,-39.952000,25.600000,-33.900000,-56.800000,0.346000,-0.143000,1.337000,up_down
-0.402000,3.972000,-40.110000,25.200000,-34.500000,-57.100000,0.353000,-0.105000,1.332000,up_down
3.430000,10.710000,-41.457000,24.400000,-34.200000,-55.000000,0.372000,-0.120000,1.258000,up_down
5.635000,14.805000,-40.530000,23.800000,-34.300000,-56.500000,0.390000,-0.161000,1.245000,up_down
5.775000,17.027000,-37.415000,24.000000,-34.900000,-55.600000,0.392000,-0.210000,1.231000,up_down
3.482000,18.095000,-33.757000,23.500000,-34.500000,-54.900000,0.387000,-0.231000,1.236000,up_down
-2.170000,18.515000,-31.377000,23.100000,-35.100000,-55.200000,0.375000,-0.236000,1.218000,up_down
-10.377000,17.692000,-31.465000,23.700000,-35.400000,-54.300000,0.359000,-0.201000,1.217000,up_down
-31.850000,17.920000,-40.722000,22.600000,-34.600000,-54.000000,0.322000,-0.129000,1.210000,up_down
-40.897000,18.725000,-48.615000,23.100000,-35.500000,-53.500000,0.296000,-0.103000,1.169000,up_down
-44.870000,18.760000,-54.127000,22.000000,-34.200000,-53.800000,0.327000,-0.164000,1.113000,up_down
-41.195000,19.355000,-51.625000,21.300000,-34.600000,-53.800000,0.356000,-0.267000,1.087000,up_down
-34.002000,21.245000,-41.125000,20.700000,-35.500000,-53.500000,0.370000,-0.304000,1.062000,up_down
-27.615000,22.995000,-28.857000,21.000000,-34.900000,-52.900000,0.409000,-0.253000,1.029000,up_down
-21.717000,25.025000,-18.585000,20.700000,-34.900000,-53.200000,0.431000,-0.179000,1.010000,up_down
-13.177000,27.422000,-9.152000,20.200000,-34.900000,-53.200000,0.358000,-0.045000,0.993000,up_down
-11.935000,26.547000,-9.520000,19.900000,-35.700000,-52.300000,0.329000,-0.005000,1.000000,up_down
-10.237000,25.322000,-12.565000,19.500000,-35.700000,-52.000000,0.296000,0.011000,1.029000,up_down
-8.312000,24.797000,-16.240000,19.300000,-36.700000,-52.600000,0.261000,0.003000,1.071000,up_down
-6.562000,25.357000,-20.895000,19.800000,-36.400000,-51.300000,0.248000,0.019000,1.108000,up_down
-5.232000,27.527000,-28.857000,19.200000,-36.400000,-51.100000,0.240000,0.056000,1.131000,up_down
-6.842000,30.660000,-38.815000,18.000000,-37.000000,-49.300000,0.237000,0.072000,1.118000,up_down
-5.040000,30.625000,-42.122000,17.700000,-36.900000,-49.800000,0.371000,-0.335000,1.104000,up_down
10.727000,33.040000,-23.432000,17.500000,-37.900000,-49.600000,0.400000,-0.462000,1.162000,up_down
22.102000,38.360000,-2.397000,17.200000,-37.900000,-48.600000,0.360000,-0.365000,1.209000,up_down
23.712000,44.467000,9.677000,16.900000,-39.700000,-48.400000,0.311000,-0.206000,1.232000,up_down
21.210000,49.752000,9.887000,17.100000,-39.400000,-47.800000,0.285000,-0.085000,1.218000,up_down
16.572000,52.640000,4.777000,16.300000,-38.700000,-47.800000,0.289000,-0.077000,1.166000,up_down
16.187000,51.222000,4.742000,16.500000,-39.700000,-47.100000,0.310000,-0.174000,1.123000,up_down
26.862000,43.715000,22.260000,16.300000,-40.800000,-47.100000,0.284000,-0.185000,1.086000,up_down
35.052000,39.742000,29.137000,16.500000,-40.900000,-45.600000,0.281000,-0.148000,1.088000,up_down
40.425000,37.712000,34.597000,16.000000,-40.300000,-45.700000,0.270000,-0.139000,1.118000,up_down
42.332000,36.942000,39.812000,17.100000,-41.100000,-45.100000,0.246000,-0.160000,1.134000,up_down
42.245000,35.997000,44.537000,16.800000,-41.500000,-44.500000,0.229000,-0.213000,1.150000,up_down
40.827000,35.227000,50.767000,17.400000,-42.600000,-45.400000,0.205000,-0.243000,1.164000,up_down
39.095000,34.510000,56.612000,17.400000,-42.900000,-44.800000,0.182000,-0.241000,1.171000,up_down
38.605000,33.950000,61.635000,18.000000,-42.600000,-43.800000,0.158000,-0.188000,1.176000,up_down
39.392000,34.965000,58.450000,17.700000,-43.500000,-44.500000,0.128000,-0.135000,1.188000,up_down
38.867000,37.397000,52.395000,17.700000,-43.900000,-44.200000,0.075000,-0.104000,1.183000,up_down
36.050000,40.722000,46.620000,19.300000,-44.500000,-44.500000,0.057000,-0.088000,1.172000,up_down
33.057000,44.537000,42.787000,19.000000,-45.100000,-44.100000,0.066000,-0.072000,1.144000,up_down
32.532000,47.967000,41.177000,18.900000,-45.000000,-44.500000,0.086000,-0.067000,1.098000,up_down
34.072000,49.665000,41.265000,20.500000,-45.300000,-44.500000,0.087000,-0.047000,1.050000,up_down
35.717000,49.525000,41.387000,19.800000,-45.100000,-44.700000,0.053000,-0.008000,0.995000,up_down
36.207000,47.792000,39.130000,20.200000,-45.700000,-45.000000,0.044000,0.014000,0.959000,up_down
36.540000,44.380000,36.085000,20.100000,-46.300000,-45.400000,0.058000,0.008000,0.932000,up_down
36.172000,40.145000,35.017000,20.700000,-46.000000,-46.000000,0.068000,-0.018000,0.919000,up_down
