@relation 'MLC'

@attribute F1_MEAN_ACC_Y numeric
@attribute F2_PEAK_TO_PEAK_GYR_Y numeric
@attribute F3_MAXIMUM_ACC_X numeric
@attribute F4_MINIMUM_GYR_Z numeric
@attribute F5_MINIMUM_ACC_X numeric
@attribute F6_ENERGY_ACC_Z numeric
@attribute F7_MEAN_ACC_Z numeric
@attribute F8_MAXIMUM_ACC_Y numeric
@attribute F9_PEAK_TO_PEAK_ACC_Y numeric
@attribute F10_MAXIMUM_GYR_Z numeric
@attribute F11_MAXIMUM_ACC_X_FILTER_1 numeric
@attribute F12_PEAK_TO_PEAK_ACC_Y_FILTER_1 numeric
@attribute F13_PEAK_TO_PEAK_ACC_X_FILTER_1 numeric
@attribute F14_MINIMUM_ACC_X_FILTER_1 numeric
@attribute F15_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute F16_MAXIMUM_ACC_X_FILTER_1 numeric
@attribute F17_PEAK_TO_PEAK_ACC_Y_FILTER_1 numeric
@attribute F18_PEAK_TO_PEAK_ACC_X_FILTER_1 numeric
@attribute F19_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute F20_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute F21_MAXIMUM_ACC_Z_FILTER_1 numeric
@attribute F22_PEAK_TO_PEAK_ACC_Y_FILTER_1 numeric
@attribute F23_PEAK_TO_PEAK_ACC_X_FILTER_1 numeric
@attribute F24_MINIMUM_ACC_X_FILTER_1 numeric
@attribute F25_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute class {waving, walking, wrist}

@data
-0.390137, 0.794434, 1.09961, -0.497559, 0.835449, 0.425781, 0.0385437, -0.0990601, 0.407227, 0.418945, 0.131592, 0.314697, 0.240479, -0.108887, -0.0823975, 0.131592, 0.314697, 0.240479, -0.0823975, -0.0823975, 0.131348, 0.314697, 0.240479, -0.108887, -0.0823975, walking
-0.380371, 2.16797, 1.14746, -0.402588, 0.750488, 5.10938, 0.18457, -0.0300293, 0.531738, 0.687988, 0.123047, 0.449219, 0.294922, -0.171875, -0.185547, 0.123047, 0.449219, 0.294922, -0.185547, -0.185547, 0.219238, 0.449219, 0.294922, -0.171875, -0.185547, walking
-0.371582, 0.961426, 1.1875, -0.316406, 0.791504, 0.553223, 0.0328674, -0.156128, 0.425537, 0.524414, 0.186523, 0.304443, 0.373291, -0.186646, -0.145264, 0.186523, 0.304443, 0.373291, -0.145264, -0.145264, 0.0893555, 0.304443, 0.373291, -0.186646, -0.145264, walking
-0.345947, 1.43848, 1.23633, -0.905762, 0.783691, 1.54004, -0.0140228, 0.147095, 0.918457, 0.400391, 0.223389, 0.628906, 0.428223, -0.204712, -0.337891, 0.223389, 0.628906, 0.428223, -0.337891, -0.337891, 0.229492, 0.628906, 0.428223, -0.204712, -0.337891, walking
-0.358887, 0.896484, 1.02637, -0.0631714, 0.82373, 1.09961, 0.0621643, -0.200195, 0.296143, 0.496338, 0.0731201, 0.209961, 0.158081, -0.0849609, -0.0946655, 0.0731201, 0.209961, 0.158081, -0.0946655, -0.0946655, 0.146118, 0.209961, 0.158081, -0.0849609, -0.0946655, walking
-0.409912, 1.37402, 1.125, -0.429199, 0.743652, 2.76172, 0.109924, -0.0440063, 0.512207, 0.543457, 0.172729, 0.455078, 0.350098, -0.177368, -0.185669, 0.172729, 0.455078, 0.350098, -0.185669, -0.185669, 0.177856, 0.455078, 0.350098, -0.177368, -0.185669, walking
-0.455811, 2.06055, 1.26953, -0.560547, 0.640625, 7.16406, 0.215454, -0.0720215, 0.61377, 0.884766, 0.252197, 0.485107, 0.453613, -0.201294, -0.28418, 0.252197, 0.485107, 0.453613, -0.28418, -0.28418, 0.248291, 0.485107, 0.453613, -0.201294, -0.28418, walking
-0.409912, 1.96875, 1.17285, -0.546875, 0.651367, 1.90039, 0.0628052, 0, 0.570313, 0.309814, 0.248535, 0.526367, 0.511719, -0.262939, -0.159912, 0.248535, 0.526367, 0.511719, -0.159912, -0.159912, 0.175903, 0.526367, 0.511719, -0.262939, -0.159912, walking
-0.423828, 1.87305, 1.13867, -0.50293, 0.764648, 3.45898, 0.112549, 0.0200195, 0.979492, 0.958984, 0.195068, 0.72998, 0.350098, -0.154907, -0.375, 0.195068, 0.72998, 0.350098, -0.375, -0.375, 0.335938, 0.72998, 0.350098, -0.154907, -0.375, walking
-0.445801, 1.85254, 1.14355, -0.755371, 0.754395, 4.34375, 0.196289, -0.191162, 0.491455, 0.218872, 0.217529, 0.35791, 0.338623, -0.120972, -0.143433, 0.217529, 0.35791, 0.338623, -0.143433, -0.143433, 0.184937, 0.35791, 0.338623, -0.120972, -0.143433, walking
-0.390381, 1.42969, 1.17383, -0.381104, 0.730469, 1.83594, 0.0878906, -0.0380249, 0.585449, 0.469482, 0.216797, 0.411377, 0.444824, -0.228027, -0.123291, 0.216797, 0.411377, 0.444824, -0.123291, -0.123291, 0.182251, 0.411377, 0.444824, -0.228027, -0.123291, walking
-0.430664, 1.71582, 1.18359, -0.536621, 0.711426, 2.94141, 0.121399, -0.0730591, 0.569336, 0.807129, 0.265625, 0.592285, 0.444336, -0.178589, -0.321533, 0.265625, 0.592285, 0.444336, -0.321533, -0.321533, 0.152832, 0.592285, 0.444336, -0.178589, -0.321533, walking
-0.380859, 1.26172, 1.29492, -0.49585, 0.683594, 3.76172, 0.0895386, 0.151123, 0.741699, 0.526855, 0.28833, 0.689453, 0.454102, -0.165771, -0.315918, 0.28833, 0.689453, 0.454102, -0.315918, -0.315918, 0.527344, 0.689453, 0.454102, -0.165771, -0.315918, walking
-0.362793, 1.68066, 1.3584, -0.292725, 0.688477, 2.93555, 0.040741, 0.00402832, 0.648438, 0.377441, 0.361816, 0.501953, 0.63623, -0.274414, -0.186279, 0.361816, 0.501953, 0.63623, -0.186279, -0.186279, 0.21936, 0.501953, 0.63623, -0.274414, -0.186279, walking
-0.38501, 1.67871, 1.22949, -0.360107, 0.718262, 1.44922, 0.0357666, -0.0860596, 0.831543, 0.762695, 0.205811, 0.634277, 0.452881, -0.24707, -0.356201, 0.205811, 0.634277, 0.452881, -0.356201, -0.356201, 0.196533, 0.634277, 0.452881, -0.24707, -0.356201, walking
-0.414551, 1.33691, 1.10352, -0.327148, 0.768555, 0.425537, 0.0140305, -0.0930786, 0.54834, 0.332275, 0.159912, 0.431641, 0.317139, -0.157104, -0.23291, 0.159912, 0.431641, 0.317139, -0.23291, -0.23291, 0.156738, 0.431641, 0.317139, -0.157104, -0.23291, walking
-0.398193, 0.483643, 1.05957, -0.135254, 0.796387, 3.46289, 0.16272, -0.249146, 0.305176, 0.471436, 0.115784, 0.182983, 0.18335, -0.0675049, -0.0863647, 0.115784, 0.182983, 0.18335, -0.0863647, -0.0863647, 0.0913086, 0.182983, 0.18335, -0.0675049, -0.0863647, walking
-0.380127, 2.1875, 1.21484, -0.590332, 0.705566, 3.03906, 0.108948, -0.0320435, 0.638184, 0.724121, 0.213257, 0.481201, 0.407959, -0.194702, -0.176514, 0.213257, 0.481201, 0.407959, -0.176514, -0.176514, 0.229248, 0.481201, 0.407959, -0.194702, -0.176514, walking
-0.486328, 2.21875, 1.27734, -0.364502, 0.642578, 6.86719, 0.211182, -0.203125, 0.478516, 0.785156, 0.271973, 0.521973, 0.549316, -0.2771, -0.326416, 0.271973, 0.521973, 0.549316, -0.326416, -0.326416, 0.19043, 0.521973, 0.549316, -0.2771, -0.326416, walking
-0.450195, 1.39453, 1.09766, -0.449463, 0.712402, 1.73047, 0.0856323, -0.0159912, 0.738281, 0.362305, 0.138306, 0.692383, 0.289307, -0.151001, -0.35376, 0.138306, 0.692383, 0.289307, -0.35376, -0.35376, 0.259277, 0.692383, 0.289307, -0.151001, -0.35376, walking
-0.439697, 2.00195, 1.22461, -0.612305, 0.702637, 2.57031, 0.0760498, 0.0760498, 0.772461, 0.587402, 0.300781, 0.595215, 0.542969, -0.241943, -0.155151, 0.300781, 0.595215, 0.542969, -0.155151, -0.155151, 0.23645, 0.595215, 0.542969, -0.241943, -0.155151, walking
-0.433838, 1.55469, 1.09375, -0.96875, 0.762695, 3.76367, 0.168457, -0.174072, 0.591797, 0.201172, 0.219727, 0.580078, 0.357178, -0.137451, -0.337646, 0.219727, 0.580078, 0.357178, -0.337646, -0.337646, 0.312744, 0.580078, 0.357178, -0.137451, -0.337646, walking
-0.400391, 0.906738, 1.15625, -0.47876, 0.708496, 1.72266, 0.0569153, -0.0180054, 0.601563, 0.628418, 0.213257, 0.423584, 0.453613, -0.240234, -0.113281, 0.213257, 0.423584, 0.453613, -0.113281, -0.113281, 0.188354, 0.423584, 0.453613, -0.240234, -0.113281, walking
-0.411133, 1.52344, 1.14258, -0.575195, 0.694336, 3.55664, 0.114929, -0.0670166, 0.532715, 0.401855, 0.25293, 0.541504, 0.473389, -0.220459, -0.252441, 0.25293, 0.541504, 0.473389, -0.252441, -0.252441, 0.201294, 0.541504, 0.473389, -0.220459, -0.252441, walking
-0.419434, 1.26367, 1.29883, -0.491699, 0.696289, 2.24023, 0.0812988, 0.192139, 0.989746, 1.21875, 0.245361, 0.928711, 0.48291, -0.237427, -0.476807, 0.245361, 0.928711, 0.48291, -0.476807, -0.476807, 0.224976, 0.928711, 0.48291, -0.237427, -0.476807, walking
-0.423828, 1.85742, 1.28906, -0.687988, 0.643555, 3.24805, 0.0574951, 0.0460205, 0.808594, 0.623047, 0.305176, 0.686523, 0.585449, -0.280029, -0.262695, 0.305176, 0.686523, 0.585449, -0.262695, -0.262695, 0.264648, 0.686523, 0.585449, -0.280029, -0.262695, walking
-0.338623, 1.72363, 1.30273, -0.36377, 0.726563, 2.16602, 0.052002, -0.121094, 0.530273, 0.668457, 0.276855, 0.524414, 0.513672, -0.236816, -0.265381, 0.276855, 0.524414, 0.513672, -0.265381, -0.265381, 0.224121, 0.524414, 0.513672, -0.236816, -0.265381, walking
-0.343994, 1.00391, 1.0625, -0.15686, 0.840332, 0.746094, 0.0349426, -0.184082, 0.294189, 0.328369, 0.0974121, 0.209961, 0.194214, -0.0968018, -0.0731812, 0.0974121, 0.209961, 0.194214, -0.0731812, -0.0731812, 0.104431, 0.209961, 0.194214, -0.0968018, -0.0731812, walking
-0.387207, 0.901367, 1.10352, -0.464111, 0.753418, 3.04688, 0.146118, 0.0289917, 0.819336, 0.384033, 0.158447, 0.671387, 0.331543, -0.172974, -0.265869, 0.158447, 0.671387, 0.331543, -0.265869, -0.265869, 0.167847, 0.671387, 0.331543, -0.172974, -0.265869, walking
-0.402832, 1.22949, 1.2334, -0.419434, 0.634277, 3.92383, 0.171997, -0.0550537, 0.64209, 0.867188, 0.242798, 0.612305, 0.475098, -0.2323, -0.345703, 0.242798, 0.612305, 0.475098, -0.345703, -0.345703, 0.207886, 0.612305, 0.475098, -0.2323, -0.345703, walking
-0.431152, 1.33789, 1.14453, -0.506836, 0.665527, 6.88672, 0.180786, -0.135132, 0.484619, 0.303955, 0.175049, 0.339844, 0.392578, -0.217407, -0.138794, 0.175049, 0.339844, 0.392578, -0.138794, -0.138794, 0.206787, 0.339844, 0.392578, -0.217407, -0.138794, walking
-0.429199, 1.00879, 1.15625, -0.355225, 0.72168, 2.3418, 0.115479, -0.0270386, 0.726563, 0.561035, 0.238037, 0.55957, 0.39917, -0.161133, -0.247559, 0.238037, 0.55957, 0.39917, -0.247559, -0.247559, 0.214355, 0.55957, 0.39917, -0.161133, -0.247559, walking
-0.426025, 1.90723, 1.17676, -0.975098, 0.755371, 0.855469, 0.0491028, -0.0440063, 0.585449, 0.489502, 0.231445, 0.515625, 0.384277, -0.152832, -0.134277, 0.231445, 0.515625, 0.384277, -0.134277, -0.134277, 0.1203, 0.515625, 0.384277, -0.152832, -0.134277, walking
-0.385742, 1.9082, 1.07813, -0.846191, 0.756348, 5.85547, 0.234985, -0.0390015, 0.491211, 0.0585938, 0.171631, 0.494385, 0.312988, -0.141357, -0.20813, 0.171631, 0.494385, 0.312988, -0.20813, -0.20813, 0.319092, 0.494385, 0.312988, -0.141357, -0.20813, walking
-0.412842, 0.86377, 1.10156, -0.359131, 0.827637, 0.420654, 0.0415955, -0.0910645, 0.483154, 0.353027, 0.126099, 0.320313, 0.190552, -0.0644531, -0.127075, 0.126099, 0.320313, 0.190552, -0.127075, -0.127075, 0.0448914, 0.320313, 0.190552, -0.0644531, -0.127075, walking
-0.371826, 1.86914, 1.07813, -0.384277, 0.760254, 3.51953, 0.112671, -0.0530396, 0.530273, 0.62207, 0.13916, 0.504395, 0.297363, -0.158203, -0.217651, 0.13916, 0.504395, 0.297363, -0.217651, -0.217651, 0.253174, 0.504395, 0.297363, -0.158203, -0.217651, walking
-0.367432, 1.50977, 1.16797, -0.353027, 0.774414, 1.36816, 0.0324097, 0.127075, 0.8125, 1.14063, 0.163208, 0.769043, 0.333984, -0.170776, -0.37915, 0.163208, 0.769043, 0.333984, -0.37915, -0.37915, 0.247314, 0.769043, 0.333984, -0.170776, -0.37915, walking
-0.362305, 1.73438, 1.21875, -0.79834, 0.712402, 4.34375, 0.0977783, 0.417236, 1.10352, 0.660645, 0.211182, 0.763184, 0.368408, -0.157104, -0.200439, 0.211182, 0.763184, 0.368408, -0.200439, -0.200439, 0.155029, 0.763184, 0.368408, -0.157104, -0.200439, walking
-0.334229, 1.24805, 1.14941, -0.519043, 0.745605, 1.59863, 0.0588684, 0.085022, 0.640137, 0.469727, 0.163818, 0.513184, 0.326416, -0.162476, -0.14502, 0.163818, 0.513184, 0.326416, -0.14502, -0.14502, 0.245728, 0.513184, 0.326416, -0.162476, -0.14502, walking
-0.36792, 1.64746, 1.1123, -0.637695, 0.730469, 1.45508, -0.0589294, 0.14917, 0.821777, 0.443115, 0.155273, 0.625977, 0.319824, -0.164551, -0.23877, 0.155273, 0.625977, 0.319824, -0.23877, -0.23877, 0.237671, 0.625977, 0.319824, -0.164551, -0.23877, walking
-0.407715, 1.59961, 1.03809, -0.130981, 0.783691, 3.6543, 0.139404, -0.236206, 0.376221, 0.499268, 0.125244, 0.239136, 0.223022, -0.0977783, -0.0894165, 0.125244, 0.239136, 0.223022, -0.0894165, -0.0894165, 0.289307, 0.239136, 0.223022, -0.0977783, -0.0894165, walking
-0.355469, 2.01172, 1.23145, -0.416016, 0.708496, 2.35156, 0.0981445, 0.105042, 0.732422, 0.544434, 0.231445, 0.708496, 0.411621, -0.180176, -0.323975, 0.231445, 0.708496, 0.411621, -0.323975, -0.323975, 0.289063, 0.708496, 0.411621, -0.180176, -0.323975, walking
-0.392822, 1.57617, 1.11328, -0.335205, 0.685547, 6.72656, 0.231445, -0.0410156, 0.570313, 0.44165, 0.147461, 0.378174, 0.347168, -0.199585, -0.123962, 0.147461, 0.378174, 0.347168, -0.123962, -0.123962, 0.199463, 0.378174, 0.347168, -0.199585, -0.123962, walking
-0.348877, 1.07227, 1.12891, -0.749512, 0.757324, 1.13477, 0.0656128, 0.0430298, 0.549316, 0.543945, 0.120361, 0.437744, 0.297363, -0.177002, -0.165649, 0.120361, 0.437744, 0.297363, -0.165649, -0.165649, 0.188354, 0.437744, 0.297363, -0.177002, -0.165649, walking
-0.366943, 1.83789, 1.1543, -0.507324, 0.8125, 1.63184, 0.0502625, 0.0840454, 0.721191, 0.520996, 0.190186, 0.521973, 0.341797, -0.151611, -0.147217, 0.190186, 0.521973, 0.341797, -0.147217, -0.147217, 0.192139, 0.521973, 0.341797, -0.151611, -0.147217, walking
-0.376953, 1.44727, 1.06055, -1.12891, 0.775391, 4.6875, 0.214722, -0.0450439, 0.547363, 0.279541, 0.160522, 0.45166, 0.257813, -0.097168, -0.167603, 0.160522, 0.45166, 0.257813, -0.167603, -0.167603, 0.197876, 0.45166, 0.257813, -0.097168, -0.167603, walking
-0.361572, 0.863281, 1.13672, -0.333008, 0.757324, 0.560547, 0.050354, 0.00299072, 0.529297, 0.364014, 0.148071, 0.426514, 0.351563, -0.203369, -0.117065, 0.148071, 0.426514, 0.351563, -0.117065, -0.117065, 0.103638, 0.426514, 0.351563, -0.203369, -0.117065, walking
-0.348389, 1.6377, 1.1748, -0.574219, 0.786621, 4.42578, 0.133789, 0.237183, 0.82959, 0.557617, 0.16626, 0.626465, 0.328125, -0.161865, -0.248169, 0.16626, 0.626465, 0.328125, -0.248169, -0.248169, 0.197754, 0.626465, 0.328125, -0.161865, -0.248169, walking
-0.362793, 1.51074, 1.15332, -0.348877, 0.723633, 2.6582, 0.0600281, 0.0200195, 0.672363, 0.944824, 0.122681, 0.615234, 0.293945, -0.171143, -0.34375, 0.122681, 0.615234, 0.293945, -0.34375, -0.34375, 0.263428, 0.615234, 0.293945, -0.171143, -0.34375, walking
-0.358643, 1.41992, 1.4043, -0.476807, 0.595215, 2.41992, 0.0646362, -0.0320435, 0.640137, 0.435303, 0.390625, 0.597168, 0.738281, -0.347656, -0.314209, 0.390625, 0.597168, 0.738281, -0.314209, -0.314209, 0.174927, 0.597168, 0.738281, -0.347656, -0.314209, walking
-0.313232, 2.02539, 1.22559, -0.0622559, 0.675293, 2.31836, 0.0758057, -0.0530396, 0.488525, 0.643066, 0.269775, 0.372314, 0.533691, -0.263672, -0.19043, 0.269775, 0.372314, 0.533691, -0.19043, -0.19043, 0.221802, 0.372314, 0.533691, -0.263672, -0.19043, walking
-0.362305, 1.60449, 1.10254, -0.268066, 0.828613, 1.28027, 0.0226746, -0.172119, 0.41333, 0.407959, 0.139893, 0.318115, 0.230713, -0.0908203, -0.166992, 0.139893, 0.318115, 0.230713, -0.166992, -0.166992, 0.262939, 0.318115, 0.230713, -0.0908203, -0.166992, walking
-0.412842, 1.95508, 1.1416, -0.505371, 0.671387, 5.02734, 0.159912, -0.0339966, 0.592285, 0.728516, 0.214111, 0.545898, 0.456543, -0.242432, -0.232544, 0.214111, 0.545898, 0.456543, -0.232544, -0.232544, 0.258301, 0.545898, 0.456543, -0.242432, -0.232544, walking
-0.395996, 1.84473, 1.18457, -0.643066, 0.566406, 5.70313, 0.218628, -0.0420532, 0.498535, 0.799316, 0.169678, 0.480225, 0.38208, -0.212402, -0.191406, 0.169678, 0.480225, 0.38208, -0.191406, -0.191406, 0.192993, 0.480225, 0.38208, -0.212402, -0.191406, walking
-0.395996, 2.26172, 1.30273, -0.572754, 0.762695, 4.48047, 0.114929, -0.0270386, 0.505371, 0.235962, 0.303955, 0.371338, 0.518066, -0.213867, -0.123413, 0.303955, 0.371338, 0.518066, -0.123413, -0.123413, 0.25708, 0.371338, 0.518066, -0.213867, -0.123413, walking
-0.310303, 1.12402, 1.18359, -0.447754, 0.748535, 4.15625, 0.184204, 0.00201416, 0.608398, 0.511719, 0.216797, 0.518066, 0.422607, -0.205688, -0.234619, 0.216797, 0.518066, 0.422607, -0.234619, -0.234619, 0.155029, 0.518066, 0.422607, -0.205688, -0.234619, walking
-0.329346, 1.21875, 1.20801, -0.791504, 0.784668, 2.63672, 0.126343, 0.0870361, 0.671387, 0.14563, 0.236206, 0.499023, 0.400391, -0.164063, -0.146362, 0.236206, 0.499023, 0.400391, -0.146362, -0.146362, 0.296143, 0.499023, 0.400391, -0.164063, -0.146362, walking
-0.3479, 1.41504, 1.10547, -0.68457, 0.79541, 4.89844, 0.203613, 0.0270386, 0.540039, -0.0390625, 0.200439, 0.453125, 0.361572, -0.161133, -0.15271, 0.200439, 0.453125, 0.361572, -0.15271, -0.15271, 0.071228, 0.453125, 0.361572, -0.161133, -0.15271, walking
-0.327637, 1.03613, 1.20996, -0.327148, 0.756348, 1.96484, 0.122803, 0.0720215, 0.567383, 0.457275, 0.203003, 0.561035, 0.421875, -0.21875, -0.281982, 0.203003, 0.561035, 0.421875, -0.281982, -0.281982, 0.20459, 0.561035, 0.421875, -0.21875, -0.281982, walking
-0.348877, 1.58887, 1.16992, -0.428711, 0.755371, 3.94922, 0.115479, 0.137085, 0.708496, 0.387695, 0.237061, 0.506348, 0.429932, -0.192871, -0.150757, 0.237061, 0.506348, 0.429932, -0.150757, -0.150757, 0.208252, 0.506348, 0.429932, -0.192871, -0.150757, walking
-0.293701, 2.17578, 1.26465, -0.386963, 0.688477, 5.48828, 0.147461, 0.0239868, 0.641113, 0.955566, 0.295654, 0.587402, 0.540527, -0.244507, -0.314697, 0.295654, 0.587402, 0.540527, -0.314697, -0.314697, 0.259277, 0.587402, 0.540527, -0.244507, -0.314697, walking
-0.341797, 1.12695, 1.21973, -0.176392, 0.725586, 1.65039, 0.0962524, -0.11908, 0.42627, 0.406738, 0.227295, 0.346436, 0.469727, -0.242432, -0.169189, 0.227295, 0.346436, 0.469727, -0.169189, -0.169189, 0.233887, 0.346436, 0.469727, -0.242432, -0.169189, walking
-0.349854, 1.71875, 1.17383, -0.379883, 0.787598, 1.19922, 0.0430603, 0.0760498, 0.727539, 0.644043, 0.197632, 0.545898, 0.2771, -0.0794678, -0.241333, 0.197632, 0.545898, 0.2771, -0.241333, -0.241333, 0.132446, 0.545898, 0.2771, -0.0794678, -0.241333, walking
-0.320313, 1.11523, 1.18262, -0.313965, 0.755371, 6.58594, 0.236206, -0.0750732, 0.674316, 0.431885, 0.234985, 0.493652, 0.403564, -0.168457, -0.260254, 0.234985, 0.493652, 0.403564, -0.260254, -0.260254, 0.167725, 0.493652, 0.403564, -0.168457, -0.260254, walking
-0.325684, 1.05957, 1.16992, -0.380615, 0.765625, 1.41016, 0.0890503, -0.0280151, 0.486084, 0.209717, 0.197754, 0.448975, 0.399658, -0.201904, -0.168945, 0.197754, 0.448975, 0.399658, -0.168945, -0.168945, 0.196289, 0.448975, 0.399658, -0.201904, -0.168945, walking
-0.325684, 3.10742, 1.01953, -0.122681, 0.102051, 52.7813, 0.720703, -0.0350342, 0.721191, 1.79688, 0.0775146, 0.508789, 0.251953, -0.174438, -0.287109, 0.0775146, 0.508789, 0.251953, -0.287109, -0.287109, 0.481934, 0.508789, 0.251953, -0.174438, -0.287109, walking
0.00181484, 0.502441, 0.126099, -0.625488, -0.115051, 91.625, 1.01855, 0.143066, 0.357178, 0.139526, 0.0834961, 0.234619, 0.174683, -0.0911865, -0.132813, 0.0834961, 0.234619, 0.174683, -0.132813, -0.132813, 0.115234, 0.234619, 0.174683, -0.0911865, -0.132813, walking
0.00691223, 0.0439453, 0.0469971, -0.067749, -0.0880737, 87.8125, 1, 0.0690308, 0.146118, 0.679688, 0.0345764, 0.110779, 0.10022, -0.0656128, -0.0493469, 0.0345764, 0.110779, 0.10022, -0.0493469, -0.0493469, 0.0125732, 0.110779, 0.10022, -0.0656128, -0.0493469, walking
0.00696182, 0.00244141, -0.0090332, -0.00976563, -0.0130005, 88, 1, 0.0090332, 0.00500488, -0.00152588, 0.00434494, 0.00416946, 0.0058136, -0.00146675, -0.00347519, 0.00434494, 0.00416946, 0.0058136, -0.00347519, -0.00347519, 0.000976563, 0.00416946, 0.0058136, -0.00146675, -0.00347519, walking
0.00714874, 0.00244141, -0.00799561, -0.00457764, -0.0150146, 88, 1, 0.0090332, 0.00604248, -0.00213623, 0.00224304, 0.00276566, 0.00490189, -0.00265884, -0.00144768, 0.00224304, 0.00276566, 0.00490189, -0.00144768, -0.00144768, 0.00109863, 0.00276566, 0.00490189, -0.00265884, -0.00144768, walking
0.00713348, 0.00457764, -0.00701904, -0.00457764, -0.0159912, 88.0625, 1.00098, 0.0109863, 0.00598145, -0.00183105, 0.00377274, 0.00364494, 0.00722885, -0.00345421, -0.00160408, 0.00377274, 0.00364494, 0.00722885, -0.00160408, -0.00160408, 0.00439453, 0.00364494, 0.00722885, -0.00345421, -0.00160408, walking
0.00975037, 0.0106812, -0.00500488, -0.00488281, -0.0180054, 88, 1, 0.0140381, 0.0090332, -0.00183105, 0.00444412, 0.0123825, 0.0164032, -0.0119553, -0.00325203, 0.00444412, 0.0123825, 0.0164032, -0.00325203, -0.00325203, 0.765625, 0.0123825, 0.0164032, -0.0119553, -0.00325203, walking
0.00981903, 0.00274658, -0.00500488, -0.00457764, -0.0140381, 88, 1.00098, 0.0130005, 0.00701904, -0.00213623, 0.003582, 0.00605774, 0.00701904, -0.00343513, -0.00295639, 0.003582, 0.00605774, 0.00701904, -0.00295639, -0.00295639, 0.00244141, 0.00605774, 0.00701904, -0.00343513, -0.00295639, walking
0.00968933, 0.00274658, -0.00701904, -0.00427246, -0.0140381, 88.0625, 1, 0.0120239, 0.00500488, -0.00244141, 0.00287437, 0.00450134, 0.00608063, -0.00320435, -0.00210953, 0.00287437, 0.00450134, 0.00608063, -0.00210953, -0.00210953, 0.00109863, 0.00450134, 0.00608063, -0.00320435, -0.00210953, walking
0.0096817, 0.00274658, -0.00799561, -0.00427246, -0.0130005, 88.0625, 1.00098, 0.0120239, 0.00500488, -0.00274658, 0.00243568, 0.00353622, 0.0046196, -0.00218391, -0.00157452, 0.00243568, 0.00353622, 0.0046196, -0.00157452, -0.00157452, 0.00109863, 0.00353622, 0.0046196, -0.00218391, -0.00157452, walking
0.00976563, 0.00244141, -0.00701904, -0.00427246, -0.0130005, 88, 1, 0.0120239, 0.00402832, -0.00244141, 0.00239372, 0.00285339, 0.00443649, -0.00204086, -0.00136471, 0.00239372, 0.00285339, 0.00443649, -0.00136471, -0.00136471, 0.000854492, 0.00285339, 0.00443649, -0.00204086, -0.00136471, walking
0.00889587, 0.0442505, -0.00500488, -0.479248, -0.0410156, 87.875, 0.999512, 0.092041, 0.154053, -0.00244141, 0.00159454, 0.061615, 0.0198364, -0.0182343, -0.043457, 0.00159454, 0.061615, 0.0198364, -0.043457, -0.043457, 0.000976563, 0.061615, 0.0198364, -0.0182343, -0.043457, walking
-0.022995, 0.694336, 0.15918, -1.08105, -0.125122, 93.6875, 1.03125, 0.230103, 0.378174, 0.519531, 0.101501, 0.262207, 0.182251, -0.0806885, -0.11084, 0.101501, 0.262207, 0.182251, -0.11084, -0.11084, 0.0734863, 0.262207, 0.182251, -0.0806885, -0.11084, walking
-0.327393, 2.13281, 0.831543, -0.216064, 0.0209961, 46.0313, 0.6875, -0.0760498, 0.494385, 0.515625, 0.164917, 0.21875, 0.207397, -0.0424194, -0.159424, 0.164917, 0.21875, 0.207397, -0.159424, -0.159424, 0.0724487, 0.21875, 0.207397, -0.0424194, -0.159424, walking
-0.423828, 1.68262, 1.0166, -0.637695, 0.569336, 5.96484, 0.175415, -0.06604, 0.601563, 0.605957, 0.138672, 0.411865, 0.282715, -0.143921, -0.185913, 0.138672, 0.411865, 0.282715, -0.185913, -0.185913, 0.129395, 0.411865, 0.282715, -0.143921, -0.185913, walking
-0.418213, 0.844727, 1.0625, -0.248779, 0.773438, 2.25391, 0.0716553, -0.237183, 0.323486, 0.741211, 0.143677, 0.313232, 0.236206, -0.0925293, -0.146973, 0.143677, 0.313232, 0.236206, -0.146973, -0.146973, 0.189087, 0.313232, 0.236206, -0.0925293, -0.146973, walking
-0.486328, 1.87207, 1.12207, -0.81543, 0.697266, 4.14844, 0.130859, -0.160156, 0.492188, 0.367676, 0.227905, 0.437988, 0.322998, -0.0950928, -0.157593, 0.227905, 0.437988, 0.322998, -0.157593, -0.157593, 0.151001, 0.437988, 0.322998, -0.0950928, -0.157593, walking
-0.378662, 1.26074, 1.07227, -0.424805, 0.800293, 1.21484, 0.0966187, -0.117065, 0.457275, 0.755371, 0.141357, 0.399658, 0.244385, -0.103027, -0.150024, 0.141357, 0.399658, 0.244385, -0.150024, -0.150024, 0.133423, 0.399658, 0.244385, -0.103027, -0.150024, walking
-0.530762, 1.24316, 0.916504, -0.20874, 0.711426, 3.75195, 0.19397, -0.372314, 0.310303, 0.70459, 0.0579834, 0.25293, 0.161011, -0.103027, -0.170898, 0.0579834, 0.25293, 0.161011, -0.170898, -0.170898, 0.120422, 0.25293, 0.161011, -0.103027, -0.170898, walking
