@relation 'MLC'

@attribute F1_MEAN_ACC_Y numeric
@attribute F2_PEAK_TO_PEAK_GYR_Y numeric
@attribute F3_MAXIMUM_ACC_X numeric
@attribute F4_MINIMUM_GYR_Z numeric
@attribute F5_MINIMUM_ACC_X numeric
@attribute F6_ENERGY_ACC_Z numeric
@attribute F7_MEAN_ACC_Z numeric
@attribute F8_MAXIMUM_ACC_Y numeric
@attribute F9_PEAK_TO_PEAK_ACC_Y numeric
@attribute F10_MAXIMUM_GYR_Z numeric
@attribute F11_MAXIMUM_ACC_X_FILTER_1 numeric
@attribute F12_PEAK_TO_PEAK_ACC_Y_FILTER_1 numeric
@attribute F13_PEAK_TO_PEAK_ACC_X_FILTER_1 numeric
@attribute F14_MINIMUM_ACC_X_FILTER_1 numeric
@attribute F15_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute F16_MAXIMUM_ACC_X_FILTER_1 numeric
@attribute F17_PEAK_TO_PEAK_ACC_Y_FILTER_1 numeric
@attribute F18_PEAK_TO_PEAK_ACC_X_FILTER_1 numeric
@attribute F19_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute F20_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute F21_MAXIMUM_ACC_Z_FILTER_1 numeric
@attribute F22_PEAK_TO_PEAK_ACC_Y_FILTER_1 numeric
@attribute F23_PEAK_TO_PEAK_ACC_X_FILTER_1 numeric
@attribute F24_MINIMUM_ACC_X_FILTER_1 numeric
@attribute F25_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute class {waving, walking, wrist}

@data
0.00914001, 0.00976563, -0.00598145, -0.0186157, -0.0150146, 88.0625, 1, 0.0159912, 0.0150146, -0.00183105, 0.00188255, 0.00362968, 0.00359154, -0.00170803, -0.00166035, 0.00188255, 0.00362968, 0.00359154, -0.00166035, -0.00166035, 0.00622559, 0.00362968, 0.00359154, -0.00170803, -0.00166035, waving
0.00904846, 0.00457764, -0.0090332, -0.00427246, -0.0130005, 88.0625, 1.00098, 0.0109863, 0.00598145, -0.00244141, 0.00106621, 0.00262642, 0.00284386, -0.00177765, -0.00164127, 0.00106621, 0.00262642, 0.00284386, -0.00164127, -0.00164127, 0.00305176, 0.00262642, 0.00284386, -0.00177765, -0.00164127, waving
0.00875854, 0.00701904, -0.00500488, -0.00488281, -0.0140381, 88.0625, 1, 0.0120239, 0.00701904, -0.00183105, 0.0028286, 0.00374603, 0.00484085, -0.00201225, -0.00185204, 0.0028286, 0.00374603, 0.00484085, -0.00185204, -0.00185204, 0.00280762, 0.00374603, 0.00484085, -0.00201225, -0.00185204, waving
0.00923157, 0.00701904, -0.00500488, -0.00549316, -0.0159912, 88.0625, 1, 0.0140381, 0.00805664, -0.0012207, 0.00458908, 0.00688934, 0.00871277, -0.00412369, -0.00275803, 0.00458908, 0.00688934, 0.00871277, -0.00275803, -0.00275803, 0.00305176, 0.00688934, 0.00871277, -0.00412369, -0.00275803, waving
0.00917816, 0.00549316, -0.00799561, -0.00457764, -0.0159912, 88.0625, 1.00098, 0.0130005, 0.00701904, -0.00213623, 0.0025959, 0.00387955, 0.00621796, -0.00362015, -0.00201225, 0.0025959, 0.00387955, 0.00621796, -0.00201225, -0.00201225, 0.00183105, 0.00387955, 0.00621796, -0.00362015, -0.00201225, waving
0.00914001, 0.00305176, -0.00799561, -0.00427246, -0.0140381, 88.0625, 1.00098, 0.0109863, 0.00396729, -0.00244141, 0.00242043, 0.00290298, 0.00510025, -0.00267982, -0.00153351, 0.00242043, 0.00290298, 0.00510025, -0.00153351, -0.00153351, 0.0012207, 0.00290298, 0.00510025, -0.00267982, -0.00153351, waving
0.00915527, 0.00213623, -0.00799561, -0.00396729, -0.0130005, 88, 1.00098, 0.0109863, 0.00396729, -0.00244141, 0.00189018, 0.00238991, 0.00367546, -0.00178528, -0.00122166, 0.00189018, 0.00238991, 0.00367546, -0.00122166, -0.00122166, 0.000854492, 0.00238991, 0.00367546, -0.00178528, -0.00122166, waving
0.00921631, 0.00213623, -0.0090332, -0.00396729, -0.0130005, 88.0625, 1, 0.0100098, 0.00299072, -0.00274658, 0.00150299, 0.00198555, 0.00308228, -0.00157928, -0.00103474, 0.00150299, 0.00198555, 0.00308228, -0.00103474, -0.00103474, 0.000854492, 0.00198555, 0.00308228, -0.00157928, -0.00103474, waving
0.00921631, 0.00274658, -0.0090332, -0.00457764, -0.0130005, 88.0625, 1.00098, 0.0100098, 0.00201416, -0.00274658, 0.00120163, 0.00148869, 0.00266457, -0.00146294, -0.00067997, 0.00120163, 0.00148869, 0.00266457, -0.00067997, -0.00067997, 0.000732422, 0.00148869, 0.00266457, -0.00146294, -0.00067997, waving
0.00908661, 0.00274658, -0.0090332, -0.00396729, -0.0120239, 88, 1.00098, 0.0100098, 0.00201416, -0.00244141, 0.00133324, 0.00165653, 0.00259209, -0.00125885, -0.000842094, 0.00133324, 0.00165653, 0.00259209, -0.000842094, -0.000842094, 0.000854492, 0.00165653, 0.00259209, -0.00125885, -0.000842094, waving
0.00917816, 0.00274658, -0.0090332, -0.00396729, -0.0130005, 88.0625, 1, 0.0100098, 0.00201416, -0.00244141, 0.00131607, 0.00115776, 0.00276375, -0.00144768, -0.000630379, 0.00131607, 0.00115776, 0.00276375, -0.000630379, -0.000630379, 0.00109863, 0.00115776, 0.00276375, -0.00144768, -0.000630379, waving
-0.0282593, 1.93164, 0.18811, -0.397705, -0.515137, 108.313, 1.10352, 0.28418, 0.742676, 1.30762, 0.102356, 0.589355, 0.308594, -0.206055, -0.349121, 0.102356, 0.589355, 0.308594, -0.349121, -0.349121, 0.224121, 0.589355, 0.308594, -0.206055, -0.349121, waving
-0.147705, 2.63477, -0.535156, -0.2146, -0.932617, 26.9531, 0.344482, 0.123047, 0.946777, 2.49219, 0.0634766, 0.721191, 0.274414, -0.210938, -0.483887, 0.0634766, 0.721191, 0.274414, -0.483887, -0.483887, 0.307861, 0.721191, 0.274414, -0.210938, -0.483887, waving
0.859863, 2.60547, 0.0650635, -3.89258, -0.805664, 3.83984, -0.0367737, 2.07422, 2.82227, 4.625, 0.439941, 1.84961, 0.675293, -0.235352, -0.788086, 0.439941, 1.84961, 0.675293, -0.788086, -0.788086, 0.222534, 1.84961, 0.675293, -0.235352, -0.788086, waving
0.45874, 2.41992, 0.193115, -2.99219, -1.05371, 6.27344, 0.0272217, 2.17578, 3.30664, 3.69531, 0.282471, 1.77051, 0.601563, -0.319092, -0.98877, 0.282471, 1.77051, 0.601563, -0.98877, -0.98877, 0.191406, 1.77051, 0.601563, -0.319092, -0.98877, waving
-0.00753784, 1.27441, -0.0239868, -3.25195, -0.969727, 2.1582, 0.0947876, 1.17969, 1.99609, 0.871094, 0.0415039, 0.664063, 0.291504, -0.249878, -0.488525, 0.0415039, 0.664063, 0.291504, -0.488525, -0.488525, 0.293213, 0.664063, 0.291504, -0.249878, -0.488525, waving
0.562012, 0.954102, -0.189087, -0.518066, -0.967773, 1.41406, 0.0534668, 1.75391, 2.46484, 2.64063, 0.111755, 0.839355, 0.12854, -0.0167236, -0.291016, 0.111755, 0.839355, 0.12854, -0.291016, -0.291016, 0.147217, 0.839355, 0.12854, -0.0167236, -0.291016, waving
0.444336, 0.819336, -0.240112, -2.30664, -0.952637, 2.10156, 0.0654297, 1.57617, 2.13086, -0.64502, 0.0650635, 0.886719, 0.245239, -0.180176, -0.462402, 0.0650635, 0.886719, 0.245239, -0.462402, -0.462402, 0.263184, 0.886719, 0.245239, -0.180176, -0.462402, waving
-0.313232, 0.794434, -0.787598, -0.540039, -1.02246, 1.87695, 0.127319, 0.137085, 0.771484, 2.47852, 0.0849609, 0.648926, 0.156982, -0.0720215, -0.317627, 0.0849609, 0.648926, 0.156982, -0.317627, -0.317627, 0.243408, 0.648926, 0.156982, -0.0720215, -0.317627, waving
0.966309, 1.38574, -0.0790405, -2.48242, -0.821289, 1.55859, -0.0200653, 1.67578, 1.73242, 2.73438, 0.116333, 0.813477, 0.224487, -0.108093, -0.335693, 0.116333, 0.813477, 0.224487, -0.335693, -0.335693, 0.221191, 0.813477, 0.224487, -0.108093, -0.335693, waving
-0.268555, 0.948242, -0.319336, -3.31641, -0.893555, 1.56445, -0.0302124, 0.912598, 2.75391, 0.893066, 0.166626, 0.758301, 0.355469, -0.188843, -0.804688, 0.166626, 0.758301, 0.355469, -0.804688, -0.804688, 0.224487, 0.758301, 0.355469, -0.188843, -0.804688, waving
0.109497, 1.51953, -0.460205, 0.957031, -0.821289, 3.78516, 0.0286865, 1.25684, 2.52344, 3.16797, 0.0876465, 0.895508, 0.242065, -0.154419, -0.307129, 0.0876465, 0.895508, 0.242065, -0.307129, -0.307129, 0.311523, 0.895508, 0.242065, -0.154419, -0.307129, waving
0.546875, 1.23438, -0.395264, -2.24023, -0.909668, 0.710938, 0.00841522, 1.55176, 1.89551, 0.917969, 0.0683594, 0.714355, 0.195435, -0.127075, -0.326416, 0.0683594, 0.714355, 0.195435, -0.326416, -0.326416, 0.0971069, 0.714355, 0.195435, -0.127075, -0.326416, waving
-0.429443, 0.614258, -0.881348, -1.22656, -0.969727, 1.81738, 0.11731, -0.324219, 0.479492, 0.251953, 0.0328369, 0.414063, 0.0891113, -0.0562744, -0.281494, 0.0328369, 0.414063, 0.0891113, -0.281494, -0.281494, 0.140625, 0.414063, 0.0891113, -0.0562744, -0.281494, waving
-0.394043, 0.460693, -0.893555, -0.0744629, -0.96582, 1.50586, 0.119812, -0.296143, 0.474365, 0.902832, 0.020752, 0.284912, 0.0465088, -0.0257568, -0.236206, 0.020752, 0.284912, 0.0465088, -0.236206, -0.236206, 0.0701904, 0.284912, 0.0465088, -0.0257568, -0.236206, waving
0.497314, 0.721191, -0.30127, 0.580078, -0.925781, 1.58789, 0.0967407, 1.28613, 2.01563, 3.34375, 0.130981, 0.895996, 0.120239, 0.0107422, -0.223389, 0.130981, 0.895996, 0.120239, -0.223389, -0.223389, 0.165161, 0.895996, 0.120239, 0.0107422, -0.223389, waving
0.656738, 1.44336, -0.0950317, -2.78125, -0.921387, 1.71484, -0.049469, 1.62207, 1.83203, 0.908691, 0.13501, 0.719727, 0.325439, -0.190308, -0.361816, 0.13501, 0.719727, 0.325439, -0.361816, -0.361816, 0.18335, 0.719727, 0.325439, -0.190308, -0.361816, waving
-0.302246, 1.28906, -0.681641, -1.75098, -0.966797, 2.22461, 0.093689, 0.465332, 1.7207, 2.52539, 0.0883789, 1.12988, 0.147705, -0.0593262, -0.519531, 0.0883789, 1.12988, 0.147705, -0.519531, -0.519531, 0.156616, 1.12988, 0.147705, -0.0593262, -0.519531, waving
0.950684, 1.05176, -0.357178, -2.05469, -0.681641, 0.910156, 0.0230408, 1.66016, 1.21582, 2.02734, 0.083374, 0.794434, 0.195068, -0.111694, -0.323975, 0.083374, 0.794434, 0.195068, -0.323975, -0.323975, 0.104736, 0.794434, 0.195068, -0.111694, -0.323975, waving
-0.377197, 0.789063, -0.669434, -2.33594, -0.978516, 2.13477, 0.119873, 0.424316, 1.33887, 2.0332, 0.0985107, 0.407715, 0.237427, -0.138916, -0.357666, 0.0985107, 0.407715, 0.237427, -0.357666, -0.357666, 0.14917, 0.407715, 0.237427, -0.138916, -0.357666, waving
0.542969, 0.69873, -0.460205, -0.519531, -0.853516, 0.787109, 0.0269775, 1.29688, 1.98047, 2.38281, 0.0871582, 0.48584, 0.074585, 0.0125732, 0.038147, 0.0871582, 0.48584, 0.074585, 0.038147, 0.038147, 0.0924683, 0.48584, 0.074585, 0.0125732, 0.038147, waving
0.889648, 0.288574, -0.488281, -1.65039, -0.588379, 0.25293, 0.0188293, 1.22559, 0.543945, 0.228638, 0.0194702, 0.573242, 0.0806885, -0.0612183, -0.311768, 0.0194702, 0.573242, 0.0806885, -0.311768, -0.311768, 0.0949707, 0.573242, 0.0806885, -0.0612183, -0.311768, waving
-0.0316467, 0.755371, -0.572266, -2.00195, -0.974609, 2.48047, 0.120361, 0.816406, 2.10742, 0.874023, 0.0626221, 0.634766, 0.187256, -0.124634, -0.643066, 0.0626221, 0.634766, 0.187256, -0.643066, -0.643066, 0.134766, 0.634766, 0.187256, -0.124634, -0.643066, waving
0.195068, 0.452637, -0.508301, 0.986816, -0.94043, 1.86328, 0.111816, 0.902344, 1.83691, 2.125, 0.109985, 0.782715, 0.158447, -0.0484619, -0.30835, 0.109985, 0.782715, 0.158447, -0.30835, -0.30835, 0.102783, 0.782715, 0.158447, -0.0484619, -0.30835, waving
0.780762, 1.01855, -0.382324, -2.13477, -0.844727, 0.279053, -0.0136566, 1.49316, 1.42383, 1.19922, 0.0808105, 0.549316, 0.18335, -0.102478, -0.276123, 0.0808105, 0.549316, 0.18335, -0.276123, -0.276123, 0.0556335, 0.549316, 0.18335, -0.102478, -0.276123, waving
-0.398682, 1.41016, -0.774414, -2.46484, -0.91748, 4.04297, 0.1698, 0.278076, 1.27539, 2.83789, 0.0690918, 1.04492, 0.116577, -0.0474854, -0.353027, 0.0690918, 1.04492, 0.116577, -0.353027, -0.353027, 0.187256, 1.04492, 0.116577, -0.0474854, -0.353027, waving
0.782715, 0.639648, -0.547363, -0.221558, -0.788574, 0.526367, 0.0574951, 1.20898, 1.17871, 1.97559, 0.0700684, 0.55127, 0.0800781, -0.0100098, -0.182251, 0.0700684, 0.55127, 0.0800781, -0.182251, -0.182251, 0.10498, 0.55127, 0.0800781, -0.0100098, -0.182251, waving
0.599121, 0.713867, -0.530273, -3.59961, -0.847656, 0.874023, 0.0640869, 1.16406, 1.98828, -0.0543213, 0.0872803, 0.989258, 0.202637, -0.115356, -0.838379, 0.0872803, 0.989258, 0.202637, -0.838379, -0.838379, 0.171753, 0.989258, 0.202637, -0.115356, -0.838379, waving
-0.262207, 1.30664, -0.584473, -1.61133, -0.936523, 5.13672, 0.169067, 0.830566, 1.85352, 3.08594, 0.110229, 1.13574, 0.21228, -0.102051, -0.637207, 0.110229, 1.13574, 0.21228, -0.637207, -0.637207, 0.189941, 1.13574, 0.21228, -0.102051, -0.637207, waving
0.770996, 1.17383, -0.38916, -2.38672, -0.833496, 0.827637, 0.0360718, 1.61426, 1.71094, 1.94629, 0.0865479, 0.67627, 0.194092, -0.107544, -0.339355, 0.0865479, 0.67627, 0.194092, -0.339355, -0.339355, 0.112976, 0.67627, 0.194092, -0.107544, -0.339355, waving
-0.589844, 0.976563, -0.716309, -2.00391, -0.847656, 4.78125, 0.204102, -0.143066, 0.824707, 0.429932, 0.064209, 0.516113, 0.102966, -0.0387573, -0.322021, 0.064209, 0.516113, 0.102966, -0.322021, -0.322021, 0.294678, 0.516113, 0.102966, -0.0387573, -0.322021, waving
-0.406006, 0.797852, -0.232178, -0.0643921, -1.06445, 3.08008, 0.117126, 0.447266, 1.4668, 4.46484, 0.289063, 0.882813, 0.427979, -0.138794, -0.287842, 0.289063, 0.882813, 0.427979, -0.287842, -0.287842, 0.1521, 0.882813, 0.427979, -0.138794, -0.287842, waving
0.83252, 1.96387, -0.0440063, -2.07813, -0.802734, 2.99805, -0.114502, 1.90039, 2.10547, 4.57031, 0.320313, 1.4209, 0.500977, -0.180664, -0.532715, 0.320313, 1.4209, 0.500977, -0.532715, -0.532715, 0.361084, 1.4209, 0.500977, -0.180664, -0.532715, waving
1.00488, 0.585449, -0.228149, -1.51074, -0.782715, 0.570801, 0.0245972, 1.5459, 1.15625, 2.04492, 0.15686, 0.658203, 0.236816, -0.079895, -0.270996, 0.15686, 0.658203, 0.236816, -0.270996, -0.270996, 0.340576, 0.658203, 0.236816, -0.079895, -0.270996, waving
0.181885, 0.565918, -0.439209, -2.5293, -0.916504, 0.688477, -0.0281525, 0.821289, 1.89941, -0.726563, 0.00170898, 0.504883, 0.113647, -0.111938, -0.554688, 0.00170898, 0.504883, 0.113647, -0.554688, -0.554688, 0.149414, 0.504883, 0.113647, -0.111938, -0.554688, waving
0.00867462, 0.909668, -0.550293, -0.595215, -0.907715, 2.3457, 0.135132, 0.895508, 2.08984, 2.89063, 0.086792, 1.02344, 0.129517, -0.0427246, -0.48584, 0.086792, 1.02344, 0.129517, -0.48584, -0.48584, 0.222778, 1.02344, 0.129517, -0.0427246, -0.48584, waving
0.803711, 0.821777, -0.340332, -2.27734, -0.912598, 2.74609, 0.149292, 1.55176, 1.55762, 1.83887, 0.127441, 0.744629, 0.319092, -0.191528, -0.351074, 0.127441, 0.744629, 0.319092, -0.351074, -0.351074, 0.206177, 0.744629, 0.319092, -0.191528, -0.351074, waving
-0.635742, 0.727051, -0.540527, -3.52734, -0.922363, 0.682617, 0.0401306, 0.0540161, 1.32617, 2.96289, 0.199341, 1.2002, 0.273682, -0.0741577, -0.750977, 0.199341, 1.2002, 0.273682, -0.750977, -0.750977, 0.124939, 1.2002, 0.273682, -0.0741577, -0.750977, waving
0.560547, 0.523438, -0.584473, -0.147095, -0.862305, 1.40332, 0.0953979, 1.16504, 1.4834, 2.90625, 0.0810547, 0.660156, 0.161255, -0.0801392, -0.165649, 0.0810547, 0.660156, 0.161255, -0.165649, -0.165649, 0.125244, 0.660156, 0.161255, -0.0801392, -0.165649, waving
0.769531, 0.26709, -0.594238, -0.207886, -0.655273, 2.45703, 0.160889, 0.908691, 0.218262, 0.166016, 0.0220947, 0.281738, 0.0413208, -0.0192261, -0.193481, 0.0220947, 0.281738, 0.0413208, -0.193481, -0.193481, 0.0736694, 0.281738, 0.0413208, -0.0192261, -0.193481, waving
0.769531, 0.206055, -0.617188, -0.146484, -0.654297, 2.73438, 0.174438, 0.986816, 0.285156, 0.149536, 0.0212402, 0.226807, 0.036377, -0.0151367, -0.0532227, 0.0212402, 0.226807, 0.036377, -0.0532227, -0.0532227, 0.0551758, 0.226807, 0.036377, -0.0151367, -0.0532227, waving
0.240845, 0.575684, -0.566406, -2.75781, -0.870605, 3.16992, 0.179077, 1.09766, 1.83789, -0.197754, 0.0408936, 0.657227, 0.179199, -0.138306, -0.477051, 0.0408936, 0.657227, 0.179199, -0.477051, -0.477051, 0.110535, 0.657227, 0.179199, -0.138306, -0.477051, waving
-0.383545, 0.819336, -0.563477, -1.25879, -0.817383, 4.4375, 0.203613, 0.740234, 2.19922, 3.06445, 0.127686, 1.05176, 0.224731, -0.0970459, -0.512695, 0.127686, 1.05176, 0.224731, -0.512695, -0.512695, 0.201538, 1.05176, 0.224731, -0.0970459, -0.512695, waving
0.777344, 0.626953, -0.434326, -2.38672, -0.955566, 2.21875, 0.144897, 1.45117, 1.55273, 2.54883, 0.0812378, 0.726563, 0.206787, -0.125488, -0.32251, 0.0812378, 0.726563, 0.206787, -0.32251, -0.32251, 0.0895996, 0.726563, 0.206787, -0.125488, -0.32251, waving
-0.54248, 1.02832, -0.65918, -2.52344, -0.92334, 4.22656, 0.199341, 0.14917, 1.33594, 2.43164, 0.100586, 1.01367, 0.205811, -0.105225, -0.646973, 0.100586, 1.01367, 0.205811, -0.646973, -0.646973, 0.256592, 1.01367, 0.205811, -0.105225, -0.646973, waving
0.822754, 0.781738, -0.5625, -1.31641, -0.806641, 1.75684, 0.10675, 1.20801, 1.05371, 2.69727, 0.0836182, 0.553223, 0.103027, -0.0194092, -0.135986, 0.0836182, 0.553223, 0.103027, -0.135986, -0.135986, 0.21167, 0.553223, 0.103027, -0.0194092, -0.135986, waving
-0.0863037, 0.977539, -0.581543, -2.74023, -0.874512, 7.00781, 0.23291, 1.00977, 1.90137, 0.263672, 0.00946045, 0.428955, 0.0949097, -0.0854492, -0.43042, 0.00946045, 0.428955, 0.0949097, -0.43042, -0.43042, 0.179565, 0.428955, 0.0949097, -0.0854492, -0.43042, waving
0.301514, 0.725586, -0.468262, -0.0311279, -0.861328, 3.14453, 0.151489, 1.54102, 2.45508, 2.76953, 0.0980225, 0.537109, 0.113647, -0.015625, -0.10437, 0.0980225, 0.537109, 0.113647, -0.10437, -0.10437, 0.104919, 0.537109, 0.113647, -0.015625, -0.10437, waving
0.359619, 0.99707, -0.440186, -2.31836, -0.984375, 1.57617, 0.106384, 1.46484, 1.91504, -0.22644, 0.0518799, 0.826172, 0.147583, -0.0957031, -0.45874, 0.0518799, 0.826172, 0.147583, -0.45874, -0.45874, 0.193359, 0.826172, 0.147583, -0.0957031, -0.45874, waving
-0.540039, 0.35498, -0.810547, -1.49707, -0.878418, 2.58008, 0.16272, -0.315186, 0.451416, 0.341797, 0.0618896, 0.338867, 0.0949707, -0.0330811, -0.250732, 0.0618896, 0.338867, 0.0949707, -0.250732, -0.250732, 0.115112, 0.338867, 0.0949707, -0.0330811, -0.250732, waving
-0.487793, 0.401611, -0.833496, -0.439209, -0.915527, 3.5332, 0.196411, -0.304199, 0.480469, 0.448975, 0.0174561, 0.329102, 0.0412598, -0.0238037, -0.243164, 0.0174561, 0.329102, 0.0412598, -0.243164, -0.243164, 0.0536499, 0.329102, 0.0412598, -0.0238037, -0.243164, waving
0.224365, 0.632813, -0.472412, 0.452637, -0.885742, 1.85254, 0.131226, 1.0332, 1.79297, 3.08203, 0.0859985, 0.637207, 0.097229, -0.0112305, -0.0998535, 0.0859985, 0.637207, 0.097229, -0.0998535, -0.0998535, 0.155151, 0.637207, 0.097229, -0.0112305, -0.0998535, waving
0.651367, 1.09668, -0.40918, -2.92969, -0.830566, 3.42188, 0.163452, 1.39746, 1.85352, 1.03809, 0.0953979, 0.560547, 0.192383, -0.0969238, -0.344727, 0.0953979, 0.560547, 0.192383, -0.344727, -0.344727, 0.210815, 0.560547, 0.192383, -0.0969238, -0.344727, waving
-0.310791, 0.776367, -0.527344, -1.88477, -0.849609, 8.17188, 0.272461, 0.803711, 1.85449, 2.80859, 0.105652, 0.736328, 0.167847, -0.0621338, -0.298584, 0.105652, 0.736328, 0.167847, -0.298584, -0.298584, 0.0877686, 0.736328, 0.167847, -0.0621338, -0.298584, waving
0.773926, 1.00098, -0.459229, -2.24219, -0.838379, 2.85742, 0.15271, 1.38574, 1.49316, 1.88184, 0.085083, 0.647461, 0.197021, -0.111938, -0.281006, 0.085083, 0.647461, 0.197021, -0.281006, -0.281006, 0.185669, 0.647461, 0.197021, -0.111938, -0.281006, waving
-0.422363, 0.507324, -0.810547, -2.17188, -0.910645, 6.74219, 0.271484, -0.130127, 0.634766, 0.209351, 0.0168457, 0.47168, 0.0667725, -0.0499268, -0.374512, 0.0168457, 0.47168, 0.0667725, -0.374512, -0.374512, 0.081543, 0.47168, 0.0667725, -0.0499268, -0.374512, waving
-0.306885, 0.709961, -0.681641, -0.962402, -0.893555, 2.9375, 0.154785, 0.67334, 1.77441, 2.96094, 0.0667725, 0.905273, 0.0921631, -0.0253906, -0.409668, 0.0667725, 0.905273, 0.0921631, -0.409668, -0.409668, 0.146118, 0.905273, 0.0921631, -0.0253906, -0.409668, waving
0.771484, 1.23047, -0.515137, -2.11523, -0.900391, 2.08398, 0.111694, 1.30957, 1.37305, 2.0918, 0.0737305, 0.609863, 0.170654, -0.0969238, -0.274902, 0.0737305, 0.609863, 0.170654, -0.274902, -0.274902, 0.231934, 0.609863, 0.170654, -0.0969238, -0.274902, waving
-0.481445, 0.806641, -0.736328, -1.84473, -0.92041, 4.61328, 0.208862, -0.00201416, 0.919434, 2.67969, 0.0792236, 0.546387, 0.178223, -0.098999, -0.284912, 0.0792236, 0.546387, 0.178223, -0.284912, -0.284912, 0.113647, 0.546387, 0.178223, -0.098999, -0.284912, waving
0.814453, 1.08105, -0.447266, -1.71289, -0.733398, 0.979492, 0.0644531, 1.36035, 1.46582, 3.20117, 0.0805664, 0.761719, 0.174072, -0.0935059, -0.210693, 0.0805664, 0.761719, 0.174072, -0.210693, -0.210693, 0.193604, 0.761719, 0.174072, -0.0935059, -0.210693, waving
-0.269531, 1.64941, -0.675293, -2.36523, -0.90332, 2.08984, 0.0869141, 0.593262, 1.51953, 1.25488, 0.0377197, 0.43042, 0.136353, -0.0986328, -0.470459, 0.0377197, 0.43042, 0.136353, -0.470459, -0.470459, 0.286377, 0.43042, 0.136353, -0.0986328, -0.470459, waving
0.41626, 0.479004, -0.541504, -0.218262, -0.804688, 0.683105, 0.0583496, 1.17285, 1.97168, 2.52539, 0.071167, 0.465332, 0.0804443, -0.00927734, -0.0668945, 0.071167, 0.465332, 0.0804443, -0.0668945, -0.0668945, 0.108765, 0.465332, 0.0804443, -0.00927734, -0.0668945, waving
0.306885, 0.736328, -0.546387, -2.19727, -0.915527, 0.773926, 0.0670166, 1.04883, 1.64746, -0.285889, 0.0192871, 0.34375, 0.104614, -0.0853271, -0.304199, 0.0192871, 0.34375, 0.104614, -0.304199, -0.304199, 0.125488, 0.34375, 0.104614, -0.0853271, -0.304199, waving
-0.387207, 0.255127, -0.914551, -0.722168, -0.966797, 1.75684, 0.137817, -0.27417, 0.376221, 0.247803, 0.0158691, 0.340332, 0.0614014, -0.0455322, -0.255859, 0.0158691, 0.340332, 0.0614014, -0.255859, -0.255859, 0.100708, 0.340332, 0.0614014, -0.0455322, -0.255859, waving
-0.415039, 0.319336, -0.896484, -0.277344, -0.970703, 1.83594, 0.141602, -0.283203, 0.559082, 1.89258, 0.0290527, 0.455566, 0.0512695, -0.0222168, -0.299805, 0.0290527, 0.455566, 0.0512695, -0.299805, -0.299805, 0.0317078, 0.455566, 0.0512695, -0.0222168, -0.299805, waving
0.751465, 0.859375, -0.392334, -1.86426, -0.873535, 4.41406, 0.170166, 1.46387, 1.81348, 3.37305, 0.151001, 0.80127, 0.176636, -0.0256348, -0.220093, 0.151001, 0.80127, 0.176636, -0.220093, -0.220093, 0.29834, 0.80127, 0.176636, -0.0256348, -0.220093, waving
-0.129272, 1.03027, -0.454346, -3.08398, -0.834473, 1.93066, 0.114929, 0.899414, 2.13672, 0.287109, 0.0761719, 0.48291, 0.192749, -0.116577, -0.544434, 0.0761719, 0.48291, 0.192749, -0.544434, -0.544434, 0.153687, 0.48291, 0.192749, -0.116577, -0.544434, waving
0.0368958, 0.679688, -0.503418, 0.509766, -0.83252, 1.81348, 0.105164, 1.32422, 2.50391, 2.54102, 0.105164, 0.743164, 0.182617, -0.0773926, -0.283203, 0.105164, 0.743164, 0.182617, -0.283203, -0.283203, 0.176147, 0.743164, 0.182617, -0.0773926, -0.283203, waving
0.541016, 1.24512, -0.467285, -2.0625, -0.883301, 2.65625, 0.130737, 1.46875, 1.75293, 1.01953, 0.0324097, 0.630859, 0.143921, -0.11145, -0.246826, 0.0324097, 0.630859, 0.143921, -0.246826, -0.246826, 0.182983, 0.630859, 0.143921, -0.11145, -0.246826, waving
-0.529785, 0.248413, -0.79541, -2.09375, -0.875488, 4.28906, 0.217773, -0.362305, 0.425293, 0.170288, 0.0394287, 0.498779, 0.0627441, -0.0233154, -0.410889, 0.0394287, 0.498779, 0.0627441, -0.410889, -0.410889, 0.0591736, 0.498779, 0.0627441, -0.0233154, -0.410889, waving
-0.280273, 0.598145, -0.744629, -0.202393, -0.879395, 3.54102, 0.194092, 0.530273, 1.21582, 2.25781, 0.0479736, 0.48877, 0.0670166, -0.019043, -0.136108, 0.0479736, 0.48877, 0.0670166, -0.136108, -0.136108, 0.0981445, 0.48877, 0.0670166, -0.019043, -0.136108, waving
0.845703, 0.663574, -0.40332, -2.00391, -0.758301, 2.84375, 0.169922, 1.31738, 0.939453, 1.75684, 0.119202, 0.585938, 0.219238, -0.0999756, -0.263916, 0.119202, 0.585938, 0.219238, -0.263916, -0.263916, 0.0737305, 0.585938, 0.219238, -0.0999756, -0.263916, waving
-0.334229, 0.353271, -0.742676, -2.36914, -0.950684, 2.86719, 0.176025, 0.368164, 1.42871, 0.990234, 0.0440674, 0.543945, 0.140747, -0.0966797, -0.438721, 0.0440674, 0.543945, 0.140747, -0.438721, -0.438721, 0.0547791, 0.543945, 0.140747, -0.0966797, -0.438721, waving
